jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante
20,Atletico de Bilbao,CD Malaga,4,1
20,Atletico de Madrid,Betis,2,0
20,Barcelona,Elche,4,0
20,Sporting de Gijon,Zaragoza,0,2
20,Hercules,Espanol,0,0
20,Murcia,Real Sociedad,2,2
20,Sevilla,Santander,0,0
20,Valencia,Osasuna,0,0
20,Valladolid,Real Madrid,1,1
21,Real Sociedad,Atletico de Madrid,0,4
21,Betis,Valencia,1,3
21,Elche,Sporting de Gijon,0,0
21,Espanol,Barcelona,0,0
21,CD Malaga,Murcia,0,0
21,Osasuna,Hercules,2,1
21,Santander,Atletico de Bilbao,1,0
21,Real Madrid,Sevilla,1,2
21,Zaragoza,Valladolid,1,1
22,Atletico de Bilbao,Zaragoza,0,3
22,Atletico de Madrid,CD Malaga,3,0
22,Barcelona,Betis,4,0
22,Sporting de Gijon,Osasuna,1,0
22,Hercules,Real Sociedad,0,0
22,Santander,Real Madrid,0,0
22,Sevilla,Elche,1,1
22,Valencia,Murcia,1,1
22,Valladolid,Espanol,1,1
23,Betis,Hercules,1,0
23,Elche,Valladolid,1,1
23,Espanol,Sporting de Gijon,2,2
23,CD Malaga,Santander,2,0
23,Murcia,Atletico de Madrid,0,1
23,Osasuna,Barcelona,1,2
23,Real Sociedad,Valencia,4,1
23,Real Madrid,Atletico de Bilbao,2,2
23,Zaragoza,Sevilla,4,1
24,Atletico de Bilbao,Espanol,2,1
24,Barcelona,Murcia,6,0
24,Sporting de Gijon,Real Sociedad,1,0
24,Hercules,Atletico de Madrid,1,3
24,Santander,Elche,2,0
24,Real Madrid,Zaragoza,1,2
24,Sevilla,Osasuna,1,2
24,Valencia,CD Malaga,1,1
24,Valladolid,Betis,3,1
25,Atletico de Madrid,Valencia,2,3
25,Betis,Sporting de Gijon,1,2
25,Elche,Atletico de Bilbao,1,0
25,Espanol,Sevilla,1,0
25,CD Malaga,Real Madrid,1,1
25,Murcia,Hercules,0,2
25,Osasuna,Valladolid,3,0
25,Real Sociedad,Barcelona,0,0
25,Zaragoza,Santander,0,0
26,Atletico de Bilbao,Osasuna,5,0
26,Barcelona,Atletico de Madrid,2,2
26,Sporting de Gijon,Murcia,1,0
26,Hercules,Valencia,2,0
26,Santander,Espanol,1,3
26,Real Madrid,Elche,6,1
26,Sevilla,Betis,1,0
26,Valladolid,Real Sociedad,1,1
26,Zaragoza,CD Malaga,0,0
27,Atletico de Madrid,Sporting de Gijon,0,0
27,Betis,Atletico de Bilbao,0,2
27,Elche,Zaragoza,0,0
27,Espanol,Real Madrid,2,0
27,CD Malaga,Hercules,1,1
27,Murcia,Valladolid,1,2
27,Osasuna,Santander,0,0
27,Real Sociedad,Sevilla,5,1
27,Valencia,Barcelona,2,5
28,Atletico de Bilbao,Murcia,1,0
28,Sporting de Gijon,Hercules,4,0
28,Santander,Real Sociedad,1,0
28,Barcelona,CD Malaga,1,0
28,Elche,Espanol,0,3
28,Real Madrid,Betis,3,2
28,Sevilla,Atletico de Madrid,2,4
28,Valladolid,Valencia,1,0
28,Zaragoza,Osasuna,1,2
29,Atletico de Madrid,Valladolid,2,0
29,Betis,Santander,1,2
29,Espanol,Zaragoza,3,2
29,Hercules,Barcelona,1,0
29,CD Malaga,Elche,0,0
29,Murcia,Sevilla,2,0
29,Osasuna,Real Madrid,1,0
29,Real Sociedad,Atletico de Bilbao,1,2
29,Valencia,Sporting de Gijon,0,2
30,Atletico de Bilbao,Valencia,3,2
30,Elche,Betis,2,1
30,Espanol,Osasuna,1,0
30,Sporting de Gijon,CD Malaga,2,0
30,Santander,Atletico de Madrid,1,2
30,Real Madrid,Murcia,5,0
30,Sevilla,Hercules,2,0
30,Valladolid,Barcelona,1,2
30,Zaragoza,Real Sociedad,1,2
31,Barcelona,Sporting de Gijon,2,0
31,CD Malaga,Espanol,1,1
31,Real Sociedad,Real Madrid,0,3
31,Valencia,Sevilla,0,0
31,Atletico de Madrid,Atletico de Bilbao,0,0
31,Betis,Zaragoza,2,0
31,Hercules,Valladolid,2,1
31,Murcia,Santander,3,1
31,Osasuna,Elche,2,2
32,Espanol,Betis,0,1
32,Atletico de Bilbao,Hercules,4,1
32,Elche,Real Sociedad,1,1
32,Osasuna,CD Malaga,1,0
32,Santander,Valencia,1,1
32,Real Madrid,Atletico de Madrid,0,4
32,Sevilla,Barcelona,2,2
32,Valladolid,Sporting de Gijon,0,0
32,Zaragoza,Murcia,3,0
33,Atletico de Madrid,Zaragoza,0,1
33,Barcelona,Atletico de Bilbao,0,0
33,Betis,Osasuna,3,1
33,Sporting de Gijon,Sevilla,2,0
33,Hercules,Santander,2,0
33,Murcia,Elche,2,1
33,Real Sociedad,Espanol,2,0
33,Valencia,Real Madrid,1,0
33,Valladolid,CD Malaga,1,1
34,Atletico de Bilbao,Sporting de Gijon,2,0
34,Elche,Atletico de Madrid,1,0
34,Espanol,Murcia,1,0
34,CD Malaga,Betis,1,1
34,Osasuna,Real Sociedad,1,0
34,Santander,Barcelona,0,0
34,Real Madrid,Hercules,0,1
34,Sevilla,Valladolid,0,2
34,Zaragoza,Valencia,2,2
1,Atletico Madrileno,Mallorca,1,0
1,Oviedo,Bilbao Athletic,2,3
1,Celta de Vigo,Las Palmas,1,2
1,Calvo Sotelo,Logrones,1,0
1,Barcelona Atletic,Recreativo de Huelva,1,1
1,Sabadell,Castilla,1,1
1,Cartagena,Lorca,3,0
1,Granada,Castellon,3,0
1,Tenerife,Cadiz,2,3
1,Salamanca,Deportivo,1,1
2,Castilla,Barcelona Atletic,0,4
2,Deportivo,Tenerife,2,2
2,Logrones,Atletico Madrileno,2,1
2,Las Palmas,Cartagena,2,1
2,Castellon,Sabadell,4,0
2,Cadiz,Celta de Vigo,2,0
2,Mallorca,Granada,5,0
2,Bilbao Athletic,Salamanca,3,1
2,Recreativo de Huelva,Oviedo,2,2
2,Lorca,Calvo Sotelo,1,0
3,Barcelona Atletic,Castellon,4,0
3,Sabadell,Mallorca,2,0
3,Calvo Sotelo,Las Palmas,0,0
3,Salamanca,Recreativo de Huelva,1,0
3,Deportivo,Bilbao Athletic,2,0
3,Atletico Madrileno,Lorca,2,1
3,Cartagena,Cadiz,1,0
3,Tenerife,Celta de Vigo,0,0
3,Oviedo,Castilla,0,0
3,Granada,Logrones,1,0
4,Logrones,Sabadell,3,2
4,Mallorca,Barcelona Atletic,0,1
4,Lorca,Granada,1,0
4,Castellon,Oviedo,5,1
4,Recreativo de Huelva,Deportivo,3,0
4,Castilla,Salamanca,3,2
4,Celta de Vigo,Cartagena,1,0
4,Cadiz,Calvo Sotelo,2,0
4,Las Palmas,Atletico Madrileno,2,1
4,Bilbao Athletic,Tenerife,2,0
5,Tenerife,Recreativo de Huelva,1,1
5,Barcelona Atletic,Lorca,1,0
5,Sabadell,Las Palmas,3,1
5,Oviedo,Logrones,2,1
5,Salamanca,Mallorca,2,0
5,Atletico Madrileno,Celta de Vigo,0,2
5,Granada,Cadiz,1,1
5,Bilbao Athletic,Castilla,0,1
5,Deportivo,Castellon,2,0
5,Calvo Sotelo,Cartagena,2,1
6,Castilla,Deportivo,4,2
6,Las Palmas,Granada,2,1
6,Lorca,Sabadell,0,0
6,Mallorca,Oviedo,2,0
6,Cadiz,Atletico Madrileno,0,0
6,Celta de Vigo,Calvo Sotelo,4,0
6,Castellon,Salamanca,2,1
6,Recreativo de Huelva,Bilbao Athletic,2,1
6,Logrones,Barcelona Atletic,3,1
6,Cartagena,Tenerife,0,0
7,Tenerife,Castilla,3,0
7,Recreativo de Huelva,Castellon,1,0
7,Oviedo,Las Palmas,0,1
7,Bilbao Athletic,Mallorca,0,2
7,Barcelona Atletic,Cadiz,0,4
7,Atletico Madrileno,Calvo Sotelo,2,0
7,Deportivo,Logrones,0,2
7,Salamanca,Lorca,6,0
7,Sabadell,Celta de Vigo,4,0
7,Granada,Cartagena,0,0
8,Las Palmas,Barcelona Atletic,3,0
8,Cadiz,Sabadell,3,0
8,Lorca,Oviedo,2,0
8,Logrones,Salamanca,1,0
8,Cartagena,Atletico Madrileno,2,0
8,Castilla,Recreativo de Huelva,1,0
8,Celta de Vigo,Granada,4,1
8,Castellon,Bilbao Athletic,4,0
8,Mallorca,Deportivo,1,0
8,Calvo Sotelo,Tenerife,1,1
9,Castilla,Castellon,2,1
9,Tenerife,Atletico Madrileno,3,0
9,Barcelona Atletic,Celta de Vigo,2,5
9,Sabadell,Cartagena,1,0
9,Deportivo,Lorca,3,0
9,Salamanca,Las Palmas,0,2
9,Recreativo de Huelva,Mallorca,2,2
9,Bilbao Athletic,Logrones,3,1
9,Oviedo,Cadiz,1,1
9,Granada,Calvo Sotelo,3,1
10,Calvo Sotelo,Sabadell,0,1
10,Cartagena,Barcelona Atletic,1,1
10,Lorca,Bilbao Athletic,1,2
10,Celta de Vigo,Oviedo,0,0
10,Logrones,Recreativo de Huelva,4,1
10,Cadiz,Salamanca,2,1
10,Mallorca,Castilla,2,2
10,Castellon,Tenerife,2,1
10,Las Palmas,Deportivo,2,2
10,Atletico Madrileno,Granada,2,0
11,Tenerife,Mallorca,2,0
11,Barcelona Atletic,Atletico Madrileno,2,1
11,Castellon,Logrones,2,3
11,Oviedo,Calvo Sotelo,4,0
11,Salamanca,Cartagena,1,0
11,Bilbao Athletic,Cadiz,0,1
11,Deportivo,Celta de Vigo,3,2
11,Recreativo de Huelva,Las Palmas,2,2
11,Castilla,Lorca,2,0
11,Sabadell,Granada,0,0
12,Las Palmas,Bilbao Athletic,2,2
12,Calvo Sotelo,Barcelona Atletic,0,0
12,Cadiz,Deportivo,7,2
12,Celta de Vigo,Salamanca,3,1
12,Lorca,Recreativo de Huelva,0,0
12,Cartagena,Oviedo,3,2
12,Mallorca,Castellon,2,1
12,Atletico Madrileno,Sabadell,1,1
12,Logrones,Castilla,0,2
12,Granada,Tenerife,2,1
13,Castilla,Cadiz,0,0
13,Tenerife,Logrones,2,0
13,Barcelona Atletic,Sabadell,1,0
13,Oviedo,Granada,1,0
13,Deportivo,Calvo Sotelo,0,2
13,Recreativo de Huelva,Celta de Vigo,2,1
13,Castellon,Las Palmas,0,0
13,Salamanca,Atletico Madrileno,3,0
13,Mallorca,Lorca,1,3
13,Bilbao Athletic,Cartagena,1,3
14,Las Palmas,Castilla,1,0
14,Sabadell,Tenerife,3,0
14,Granada,Barcelona Atletic,2,0
14,Cadiz,Recreativo de Huelva,0,0
14,Celta de Vigo,Bilbao Athletic,2,0
14,Lorca,Castellon,0,3
14,Atletico Madrileno,Oviedo,1,1
14,Calvo Sotelo,Salamanca,2,1
14,Logrones,Mallorca,2,0
14,Cartagena,Deportivo,2,0
15,Oviedo,Sabadell,0,1
15,Tenerife,Barcelona Atletic,1,0
15,Logrones,Lorca,0,0
15,Salamanca,Granada,1,0
15,Castilla,Celta de Vigo,3,1
15,Bilbao Athletic,Calvo Sotelo,2,0
15,Mallorca,Las Palmas,2,0
15,Recreativo de Huelva,Cartagena,1,0
15,Castellon,Cadiz,1,1
15,Deportivo,Atletico Madrileno,1,0
16,Sabadell,Salamanca,0,1
16,Celta de Vigo,Castellon,2,0
16,Las Palmas,Logrones,1,0
16,Barcelona Atletic,Oviedo,1,1
16,Cadiz,Mallorca,2,0
16,Granada,Deportivo,0,0
16,Cartagena,Castilla,1,1
16,Atletico Madrileno,Bilbao Athletic,3,2
16,Calvo Sotelo,Recreativo de Huelva,3,0
16,Lorca,Tenerife,2,1
17,Castilla,Calvo Sotelo,1,0
17,Tenerife,Oviedo,1,1
17,Bilbao Athletic,Granada,2,0
17,Deportivo,Sabadell,3,0
17,Mallorca,Celta de Vigo,2,0
17,Salamanca,Barcelona Atletic,0,0
17,Logrones,Cadiz,2,0
17,Castellon,Cartagena,2,1
17,Lorca,Las Palmas,1,2
17,Recreativo de Huelva,Atletico Madrileno,1,2
18,Tenerife,Las Palmas,1,1
18,Barcelona Atletic,Deportivo,2,1
18,Sabadell,Bilbao Athletic,1,1
18,Cadiz,Lorca,5,0
18,Granada,Recreativo de Huelva,2,2
18,Cartagena,Mallorca,2,1
18,Calvo Sotelo,Castellon,2,1
18,Celta de Vigo,Logrones,1,0
18,Oviedo,Salamanca,1,0
18,Atletico Madrileno,Castilla,3,1
19,Bilbao Athletic,Barcelona Atletic,1,0
19,Las Palmas,Cadiz,0,0
19,Mallorca,Calvo Sotelo,1,0
19,Castilla,Granada,3,0
19,Salamanca,Tenerife,3,1
19,Recreativo de Huelva,Sabadell,2,0
19,Deportivo,Oviedo,1,0
19,Castellon,Atletico Madrileno,0,0
19,Lorca,Celta de Vigo,1,1
19,Logrones,Cartagena,1,1
20,Castilla,Sabadell,1,1
20,Cadiz,Tenerife,1,0
20,Mallorca,Atletico Madrileno,2,0
20,Lorca,Cartagena,1,0
20,Recreativo de Huelva,Barcelona Atletic,0,1
20,Logrones,Calvo Sotelo,3,2
20,Deportivo,Salamanca,3,0
20,Las Palmas,Celta de Vigo,2,1
20,Castellon,Granada,1,0
20,Bilbao Athletic,Oviedo,1,1
21,Tenerife,Deportivo,3,0
21,Barcelona Atletic,Castilla,2,1
21,Atletico Madrileno,Logrones,1,3
21,Calvo Sotelo,Lorca,1,0
21,Salamanca,Bilbao Athletic,0,1
21,Celta de Vigo,Cadiz,2,0
21,Cartagena,Las Palmas,0,1
21,Granada,Mallorca,1,1
21,Oviedo,Recreativo de Huelva,1,0
21,Sabadell,Castellon,3,3
22,Castilla,Oviedo,0,2
22,Las Palmas,Calvo Sotelo,2,1
22,Mallorca,Sabadell,3,0
22,Lorca,Atletico Madrileno,1,0
22,Castellon,Barcelona Atletic,0,1
22,Cadiz,Cartagena,2,2
22,Celta de Vigo,Tenerife,2,0
22,Logrones,Granada,3,1
22,Recreativo de Huelva,Salamanca,0,0
22,Bilbao Athletic,Deportivo,2,2
23,Tenerife,Bilbao Athletic,4,1
23,Calvo Sotelo,Cadiz,0,1
23,Atletico Madrileno,Las Palmas,2,0
23,Oviedo,Castellon,1,0
23,Cartagena,Celta de Vigo,0,1
23,Granada,Lorca,2,0
23,Salamanca,Castilla,2,0
23,Deportivo,Recreativo de Huelva,0,0
23,Barcelona Atletic,Mallorca,0,0
23,Sabadell,Logrones,1,0
24,Lorca,Barcelona Atletic,1,0
24,Cadiz,Granada,2,0
24,Recreativo de Huelva,Tenerife,1,0
24,Cartagena,Calvo Sotelo,0,0
24,Logrones,Oviedo,2,0
24,Mallorca,Salamanca,1,1
24,Castellon,Deportivo,1,0
24,Celta de Vigo,Atletico Madrileno,2,0
24,Las Palmas,Sabadell,3,1
24,Castilla,Bilbao Athletic,1,0
25,Deportivo,Castilla,4,3
25,Granada,Las Palmas,0,1
25,Calvo Sotelo,Celta de Vigo,1,1
25,Barcelona Atletic,Logrones,1,1
25,Tenerife,Cartagena,0,0
25,Oviedo,Mallorca,0,0
25,Bilbao Athletic,Recreativo de Huelva,2,0
25,Sabadell,Lorca,5,0
25,Salamanca,Castellon,0,0
25,Atletico Madrileno,Cadiz,1,1
26,Las Palmas,Oviedo,4,2
26,Mallorca,Bilbao Athletic,3,2
26,Castilla,Tenerife,2,4
26,Castellon,Recreativo de Huelva,5,0
26,Calvo Sotelo,Atletico Madrileno,0,0
26,Cadiz,Barcelona Atletic,1,0
26,Logrones,Deportivo,1,2
26,Celta de Vigo,Sabadell,3,1
26,Lorca,Salamanca,1,0
26,Cartagena,Granada,2,0
27,Tenerife,Calvo Sotelo,0,4
27,Barcelona Atletic,Las Palmas,2,2
27,Recreativo de Huelva,Castilla,2,0
27,Sabadell,Cadiz,2,1
27,Granada,Celta de Vigo,1,4
27,Salamanca,Logrones,3,1
27,Deportivo,Mallorca,3,1
27,Bilbao Athletic,Castellon,0,1
27,Oviedo,Lorca,8,0
27,Atletico Madrileno,Cartagena,0,0
28,Castellon,Castilla,0,0
28,Las Palmas,Salamanca,2,1
28,Cartagena,Sabadell,1,3
28,Calvo Sotelo,Granada,0,3
28,Lorca,Deportivo,1,1
28,Mallorca,Recreativo de Huelva,1,0
28,Logrones,Bilbao Athletic,2,1
28,Atletico Madrileno,Tenerife,2,2
28,Celta de Vigo,Barcelona Atletic,3,1
28,Cadiz,Oviedo,1,1
29,Castilla,Mallorca,0,2
29,Granada,Atletico Madrileno,1,0
29,Barcelona Atletic,Cartagena,2,3
29,Deportivo,Las Palmas,1,3
29,Recreativo de Huelva,Logrones,2,0
29,Bilbao Athletic,Lorca,1,0
29,Oviedo,Celta de Vigo,1,1
29,Sabadell,Calvo Sotelo,1,0
29,Tenerife,Castellon,4,0
29,Salamanca,Cadiz,1,2
30,Las Palmas,Recreativo de Huelva,0,0
30,Atletico Madrileno,Barcelona Atletic,1,0
30,Calvo Sotelo,Oviedo,3,1
30,Cartagena,Salamanca,0,0
30,Granada,Sabadell,2,0
30,Cadiz,Bilbao Athletic,2,0
30,Celta de Vigo,Deportivo,5,0
30,Lorca,Castilla,2,2
30,Mallorca,Tenerife,1,0
30,Logrones,Castellon,3,0
31,Castilla,Logrones,2,0
31,Tenerife,Granada,1,0
31,Barcelona Atletic,Calvo Sotelo,1,0
31,Recreativo de Huelva,Lorca,2,0
31,Castellon,Mallorca,3,3
31,Salamanca,Celta de Vigo,1,1
31,Oviedo,Cartagena,1,1
31,Deportivo,Cadiz,2,2
31,Sabadell,Atletico Madrileno,4,0
31,Bilbao Athletic,Las Palmas,1,1
32,Las Palmas,Castellon,3,0
32,Sabadell,Barcelona Atletic,0,0
32,Granada,Oviedo,2,1
32,Cadiz,Castilla,1,1
32,Calvo Sotelo,Deportivo,0,0
32,Logrones,Tenerife,1,3
32,Lorca,Mallorca,0,0
32,Atletico Madrileno,Salamanca,0,0
32,Cartagena,Bilbao Athletic,1,0
32,Celta de Vigo,Recreativo de Huelva,0,0
33,Castilla,Las Palmas,0,0
33,Oviedo,Atletico Madrileno,1,1
33,Tenerife,Sabadell,1,1
33,Bilbao Athletic,Celta de Vigo,1,0
33,Castellon,Lorca,1,0
33,Deportivo,Cartagena,4,2
33,Mallorca,Logrones,0,1
33,Salamanca,Calvo Sotelo,2,0
33,Recreativo de Huelva,Cadiz,1,1
33,Barcelona Atletic,Granada,0,0
34,Las Palmas,Mallorca,1,0
34,Sabadell,Oviedo,0,0
34,Lorca,Logrones,0,0
34,Atletico Madrileno,Deportivo,1,0
34,Barcelona Atletic,Tenerife,1,0
34,Celta de Vigo,Castilla,2,2
34,Cadiz,Castellon,0,1
34,Cartagena,Recreativo de Huelva,1,0
34,Calvo Sotelo,Bilbao Athletic,2,2
34,Granada,Salamanca,1,0
35,Salamanca,Sabadell,0,0
35,Bilbao Athletic,Atletico Madrileno,1,1
35,Mallorca,Cadiz,1,0
35,Oviedo,Barcelona Atletic,1,0
35,Deportivo,Granada,0,1
35,Tenerife,Lorca,0,0
35,Castellon,Celta de Vigo,4,0
35,Logrones,Las Palmas,2,0
35,Recreativo de Huelva,Calvo Sotelo,2,1
35,Castilla,Cartagena,1,1
36,Las Palmas,Lorca,2,1
36,Barcelona Atletic,Salamanca,1,0
36,Sabadell,Deportivo,2,1
36,Granada,Bilbao Athletic,0,0
36,Calvo Sotelo,Castilla,1,0
36,Celta de Vigo,Mallorca,1,0
36,Cartagena,Castellon,2,0
36,Cadiz,Logrones,3,0
36,Oviedo,Tenerife,1,1
36,Atletico Madrileno,Recreativo de Huelva,4,0
37,Recreativo de Huelva,Granada,0,0
37,Logrones,Celta de Vigo,1,2
37,Castellon,Calvo Sotelo,2,2
37,Deportivo,Barcelona Atletic,3,1
37,Castilla,Atletico Madrileno,2,0
37,Lorca,Cadiz,1,0
37,Salamanca,Oviedo,2,1
37,Bilbao Athletic,Sabadell,2,2
37,Las Palmas,Tenerife,2,1
37,Mallorca,Cartagena,2,2
38,Tenerife,Salamanca,1,0
38,Calvo Sotelo,Mallorca,2,2
38,Barcelona Atletic,Bilbao Athletic,1,1
38,Sabadell,Recreativo de Huelva,2,1
38,Cadiz,Las Palmas,4,1
38,Celta de Vigo,Lorca,2,1
38,Granada,Castilla,1,4
38,Oviedo,Deportivo,1,1
38,Atletico Madrileno,Castellon,3,1
38,Cartagena,Logrones,1,2
1,Espanol,Cadiz,5,0
1,Las Palmas,Sporting de Gijon,1,3
1,Osasuna,Atletico de Bilbao,0,1
1,Real Sociedad,Celta de Vigo,1,1
1,Valencia,Valladolid,2,1
1,Atletico de Madrid,Sevilla,3,0
1,Betis,Real Madrid,2,2
1,Santander,Barcelona,0,0
1,Zaragoza,Hercules,1,0
2,Atletico de Bilbao,Las Palmas,1,1
2,Barcelona,Zaragoza,2,0
2,Cadiz,Santander,2,1
2,Celta de Vigo,Betis,0,1
2,Sporting de Gijon,Real Sociedad,0,0
2,Hercules,Atletico de Madrid,2,2
2,Real Madrid,Valencia,5,0
2,Sevilla,Osasuna,1,0
2,Valladolid,Espanol,1,0
3,Atletico de Bilbao,Sevilla,3,1
3,Atletico de Madrid,Barcelona,2,1
3,Betis,Sporting de Gijon,1,1
3,Espanol,Real Madrid,1,2
3,Las Palmas,Real Sociedad,1,2
3,Osasuna,Hercules,1,0
3,Santander,Valladolid,1,1
3,Valencia,Celta de Vigo,3,1
3,Zaragoza,Cadiz,3,0
4,Barcelona,Osasuna,2,2
4,Sporting de Gijon,Valencia,1,0
4,Cadiz,Atletico de Madrid,2,0
4,Celta de Vigo,Espanol,2,1
4,Hercules,Atletico de Bilbao,0,1
4,Real Sociedad,Betis,2,2
4,Real Madrid,Santander,1,0
4,Sevilla,Las Palmas,4,0
4,Valladolid,Zaragoza,1,1
5,Atletico de Bilbao,Barcelona,2,1
5,Atletico de Madrid,Valladolid,1,4
5,Las Palmas,Betis,1,0
5,Osasuna,Cadiz,0,0
5,Valencia,Real Sociedad,3,1
5,Espanol,Sporting de Gijon,0,0
5,Santander,Celta de Vigo,3,0
5,Sevilla,Hercules,0,0
5,Zaragoza,Real Madrid,1,1
6,Barcelona,Sevilla,0,0
6,Cadiz,Atletico de Bilbao,1,1
6,Celta de Vigo,Zaragoza,1,2
6,Sporting de Gijon,Santander,2,0
6,Hercules,Las Palmas,2,0
6,Real Sociedad,Espanol,1,0
6,Real Madrid,Atletico de Madrid,2,1
6,Valladolid,Osasuna,1,0
6,Betis,Valencia,0,0
7,Zaragoza,Sporting de Gijon,0,0
7,Atletico de Bilbao,Valladolid,3,3
7,Atletico de Madrid,Celta de Vigo,3,1
7,Espanol,Betis,2,0
7,Hercules,Barcelona,1,2
7,Las Palmas,Valencia,2,0
7,Osasuna,Real Madrid,0,1
7,Santander,Real Sociedad,2,0
7,Sevilla,Cadiz,3,0
8,Celta de Vigo,Osasuna,2,0
8,Sporting de Gijon,Atletico de Madrid,1,1
8,Valencia,Espanol,0,0
8,Betis,Santander,1,1
8,Cadiz,Hercules,2,0
8,Real Sociedad,Zaragoza,2,0
8,Real Madrid,Atletico de Bilbao,2,0
8,Valladolid,Sevilla,2,0
8,Barcelona,Las Palmas,3,1
9,Atletico de Madrid,Real Sociedad,3,1
9,Atletico de Bilbao,Celta de Vigo,3,1
9,Barcelona,Cadiz,1,0
9,Hercules,Valladolid,1,0
9,Las Palmas,Espanol,3,1
9,Osasuna,Sporting de Gijon,1,2
9,Santander,Valencia,2,2
9,Sevilla,Real Madrid,2,2
9,Zaragoza,Betis,1,1
10,Real Sociedad,Osasuna,1,0
10,Real Madrid,Hercules,4,0
10,Betis,Atletico de Madrid,2,2
10,Cadiz,Las Palmas,1,0
10,Celta de Vigo,Sevilla,1,2
10,Espanol,Santander,2,0
10,Sporting de Gijon,Atletico de Bilbao,1,0
10,Valencia,Zaragoza,4,2
10,Valladolid,Barcelona,2,2
11,Barcelona,Real Madrid,2,0
11,Atletico de Bilbao,Real Sociedad,2,0
11,Atletico de Madrid,Valencia,5,0
11,Cadiz,Valladolid,1,0
11,Hercules,Celta de Vigo,5,2
11,Las Palmas,Santander,1,0
11,Osasuna,Betis,1,0
11,Sevilla,Sporting de Gijon,0,0
11,Zaragoza,Espanol,1,0
12,Espanol,Atletico de Madrid,1,2
12,Betis,Atletico de Bilbao,2,0
12,Celta de Vigo,Barcelona,0,2
12,Sporting de Gijon,Hercules,3,1
12,Santander,Zaragoza,2,3
12,Real Sociedad,Sevilla,1,0
12,Real Madrid,Cadiz,3,1
12,Valencia,Osasuna,1,1
12,Valladolid,Las Palmas,4,2
13,Atletico de Bilbao,Valencia,2,2
13,Barcelona,Sporting de Gijon,2,0
13,Las Palmas,Zaragoza,2,2
13,Atletico de Madrid,Santander,2,0
13,Cadiz,Celta de Vigo,1,0
13,Hercules,Real Sociedad,2,0
13,Osasuna,Espanol,2,0
13,Sevilla,Betis,1,0
13,Valladolid,Real Madrid,3,2
14,Betis,Hercules,1,0
14,Celta de Vigo,Valladolid,3,2
14,Espanol,Atletico de Bilbao,1,0
14,Sporting de Gijon,Cadiz,2,2
14,Santander,Osasuna,1,0
14,Real Sociedad,Barcelona,1,5
14,Real Madrid,Las Palmas,5,1
14,Valencia,Sevilla,0,1
14,Zaragoza,Atletico de Madrid,0,0
15,Atletico de Bilbao,Santander,3,0
15,Real Madrid,Celta de Vigo,4,0
15,Valladolid,Sporting de Gijon,0,1
15,Barcelona,Betis,1,2
15,Cadiz,Real Sociedad,3,0
15,Hercules,Valencia,3,2
15,Las Palmas,Atletico de Madrid,1,3
15,Osasuna,Zaragoza,2,1
15,Sevilla,Espanol,1,1
16,Atletico de Madrid,Osasuna,1,0
16,Betis,Cadiz,4,1
16,Espanol,Hercules,4,1
16,Sporting de Gijon,Real Madrid,0,2
16,Las Palmas,Celta de Vigo,1,1
16,Santander,Sevilla,1,0
16,Real Sociedad,Valladolid,2,1
16,Valencia,Barcelona,1,2
16,Zaragoza,Atletico de Bilbao,0,1
17,Atletico de Bilbao,Atletico de Madrid,1,1
17,Barcelona,Espanol,0,0
17,Cadiz,Valencia,2,3
17,Celta de Vigo,Sporting de Gijon,1,1
17,Hercules,Santander,1,0
17,Osasuna,Las Palmas,0,1
17,Real Madrid,Real Sociedad,1,0
17,Sevilla,Zaragoza,0,0
17,Valladolid,Betis,4,2
18,Atletico de Bilbao,Osasuna,2,0
18,Barcelona,Santander,2,0
18,Cadiz,Espanol,0,0
18,Celta de Vigo,Real Sociedad,1,3
18,Sporting de Gijon,Las Palmas,1,0
18,Hercules,Zaragoza,2,2
18,Real Madrid,Betis,4,1
18,Sevilla,Atletico de Madrid,2,1
18,Valladolid,Valencia,3,3
19,Las Palmas,Atletico de Bilbao,2,2
19,Atletico de Madrid,Hercules,1,0
19,Betis,Celta de Vigo,3,2
19,Espanol,Valladolid,2,1
19,Osasuna,Sevilla,0,0
19,Santander,Cadiz,3,0
19,Real Sociedad,Sporting de Gijon,2,1
19,Valencia,Real Madrid,0,3
19,Zaragoza,Barcelona,1,3
20,Barcelona,Atletico de Madrid,2,1
20,Cadiz,Zaragoza,1,3
20,Celta de Vigo,Valencia,1,0
20,Sporting de Gijon,Betis,0,0
20,Hercules,Osasuna,1,1
20,Real Sociedad,Las Palmas,6,0
20,Real Madrid,Espanol,4,1
20,Sevilla,Atletico de Bilbao,0,0
20,Valladolid,Santander,1,0
21,Valencia,Sporting de Gijon,1,1
21,Atletico de Bilbao,Hercules,1,0
21,Atletico de Madrid,Cadiz,2,1
21,Betis,Real Sociedad,1,3
21,Espanol,Celta de Vigo,1,0
21,Las Palmas,Sevilla,2,5
21,Osasuna,Barcelona,0,1
21,Santander,Real Madrid,1,1
21,Zaragoza,Valladolid,1,0
22,Barcelona,Atletico de Bilbao,3,1
22,Betis,Las Palmas,1,1
22,Cadiz,Osasuna,2,0
22,Celta de Vigo,Santander,1,2
22,Sporting de Gijon,Espanol,1,1
22,Hercules,Sevilla,2,1
22,Real Sociedad,Valencia,6,0
22,Real Madrid,Zaragoza,1,0
