identificacion,Tiempo_real,Tiempo_asignado,permitir_Gastos,permitir_tiempo,Fecha_de_finalizacion_calculada,divisa,Titulo_de_proyecto,fecha_de_inicio,filial
61722,00:22.3,0:00:00,1,0,2020-06-03,2,1251 RIV - Mazella Advanced Manufacturing,2020-03-27,1
61736,00:00.0,0:00:00,1,0,2020-10-27,2,"1252 TDS - EOD Apr 6, 2020 to Dec 31, 2020",2020-04-08,1
61737,01:37.0,0:00:00,1,0,2020-06-01,1,1253 MXS - NetSuite Solution Blueprint,2020-04-08,1
61743,00:49.1,0:00:00,1,0,2021-11-23,2,1254 CSC - SOW_008 Lockbox Payments and Credit Memos,2020-04-20,1
61745,00:00.0,0:00:00,1,0,2020-08-06,2,1255 WKS - SOW_005: Multi-Platform EOD (3 Months),2020-04-22,1
61753,00:00.8,0:00:00,1,0,2020-05-06,1,1256 FMB - SOW_001,2020-05-01,1
61754,01:07.6,0:00:00,1,0,2020-06-11,2,1257 ABG - SOW_008,2020-05-05,1
61756,02:55.6,0:00:00,1,0,2020-07-10,1,1258 FMB - SOW_001,2020-05-07,1
61757,00:00.0,0:00:00,1,0,2020-07-22,1,1259 TLI - SOW_001: NetSuite Blueprint,2020-05-08,1
61759,14:44.1,0:00:00,1,0,2021-03-08,1,1260 LEA - NetSuite Implementation,2020-05-20,1
61760,01:03.1,0:00:00,1,0,2020-07-20,1,1261 AGE - NetSuite Support,2020-05-20,1
61761,02:00.9,0:00:00,1,0,2020-07-24,2,1262 ATX - SuiteCommerce,2020-05-20,1
61767,12:58.6,0:00:00,1,0,2020-12-02,2,1263 SPI - NetSuite Implementation,2020-06-01,1
61769,00:00.0,0:00:00,1,0,2021-03-29,1,1264 MXS - Implementation of Approved Recommendations,2020-06-03,1
61770,00:00.0,0:00:00,1,0,2020-08-14,2,1265 TR3 - Data Extraction,2020-06-04,1
61771,20:05.2,0:00:00,1,0,2021-10-04,2,1266 RIV - Mazzella Companies NetSuite Implementation,2020-06-05,1
61780,05:27.8,0:00:00,1,0,2021-07-30,2,1267 CSC - Multi-Platform EOD 2020-2021,2020-07-01,1
61783,00:00.0,0:00:00,1,0,2020-09-14,1,"1268 BIO - EOD Multi-Platform Support June-Sep 15, 2020",2020-06-15,1
61784,07:42.8,0:00:00,1,0,2021-07-01,1,"1269 BON - Multi-Platform EOD July 2020 to June 30,2021",2020-06-25,1
61787,00:00.0,0:00:00,1,0,2021-04-05,2,1270 MOC - SOW_006: EOD Support (Jul-Dec 2020),2020-07-02,1
61788,00:52.8,0:00:00,1,0,2020-12-10,2,1271 WKS - SOW_006: EOD Support (Aug-Oct 2020),2020-08-01,1
61790,02:02.0,0:00:00,1,0,2020-08-24,1,1272 FMB - Assessment Implementation,2020-07-09,1
61791,00:00.0,0:00:00,1,0,2020-09-29,2,1273 ALE - NetSuite Assessment,2020-07-13,1
61795,04:27.5,0:00:00,1,0,2021-04-16,1,1274 TLI- SOW_003 NS-Shopify Integration Services,2020-07-16,1
61796,03:33.1,0:00:00,1,0,2021-04-13,1,1275 TLI - SOW_002 EOD 6-Months,2020-07-16,1
61797,00:19.3,0:00:00,1,0,2022-04-01,1,1276 TJINC - BSALE connector,2020-07-16,1
61811,03:43.4,0:00:00,1,0,2020-10-30,2,1277 ISI - SOW_001 BluePrint,2020-07-27,1
61812,00:00.0,0:00:00,1,0,2020-12-04,1,1278 LBR - EOD Contract,2020-07-29,1
61815,02:23.6,0:00:00,1,0,2020-12-03,1,1279 LBR - Implementation of the Initus connector,2020-07-30,1
61816,00:00.0,0:00:00,1,0,2020-11-30,1,1280 LBR - Shopify eCommerce implementation,2020-07-30,1
61820,03:05.6,0:00:00,1,0,2020-11-05,1,1281 FMB - EOD Statement of Work,2020-08-05,1
61827,01:34.7,0:00:00,1,0,2021-03-15,1,"1282 AGE - Quarter Service Plan (Aug 1,2020-Jan 31,2021)",2020-08-01,1
61832,00:12.2,0:00:00,1,0,2021-01-13,2,"1283 CAP - EoD August 10, 2020 to December 31, 2020",2020-08-10,1
61833,00:00.0,0:00:00,1,0,2020-10-01,1,1284 FMB - Blueprint SOW,2020-08-20,1
61834,00:00.0,0:00:00,1,0,2020-12-04,2,1285 SOV - NS Blueprint for LatAm operations,2020-08-20,1
61835,01:56.4,0:00:00,0,0,2020-10-06,2,1286 CSC - Netherlands/Dutch Entity Localization,2020-08-21,1
61843,02:03.9,0:00:00,1,0,2021-01-18,2,1287 ISI - SOW_001 US Implementation,2020-09-08,1
61849,04:17.4,0:00:00,1,0,2021-01-05,1,"1288 BIO - EOD Multi-Platform Support Sep-Dec 15,2020",2020-09-15,1
61858,00:00.0,0:00:00,1,0,2021-04-29,1,1289 FMB - Assessment Implementation Part2,2020-09-29,1
61869,00:28.7,0:00:00,1,1,2020-12-10,2,1290 INR - Avalara Integration Support,2020-10-06,1
61881,00:00.0,0:00:00,1,0,2020-10-12,2,1291 OMS - Implementation,2020-10-08,1
61882,01:28.0,0:00:00,1,0,2021-01-06,1,1292 BRT - EOD Engagement,2020-10-08,1
61885,00:00.0,0:00:00,0,0,2021-05-18,2,1293 LDP - Blueprint and Implementation,2020-10-16,1
61886,08:32.7,0:00:00,1,0,2021-01-30,2,1294 OMS - Blueprint and Implementation,2020-10-19,1
61893,16:48.7,0:00:00,1,0,2021-05-07,2,1295 ASP - CRM Implementation,2020-11-02,1
61894,00:00.0,0:00:00,1,0,2021-05-28,2,"1296 PRO - EOD Support (Oct 1, 2020 - Sep 30, 2021)",2020-11-04,1
61895,00:00.0,0:00:00,1,0,2021-06-21,2,1297 PAL - EoD 20th October 2020 to 19th April 2021,2020-11-05,1
61896,07:38.0,0:00:00,1,0,2021-02-05,2,1298 KNO - WMP Knox Blueprint,2020-11-05,1
61903,05:03.8,0:00:00,1,0,2021-01-21,2,1299 MRO - ERP Solution Blueprint,2020-11-16,1
61904,01:41.1,0:00:00,1,0,2021-05-28,1,1300 PLW - Multi-Platform EOD Nov2020-Oct2021,2020-11-16,1
61911,04:20.8,0:00:00,0,0,2021-05-06,1,1301 TOR - NetSuite Assessment,2020-11-23,1
61920,00:00.0,0:00:00,1,0,2021-09-06,1,1302 ISI3 - NetSuite CDN Implementation,2020-12-08,1
61921,00:37.5,0:00:00,1,0,2021-01-12,2,1303 ONP - Expertise on Demand Service,2020-12-08,1
61922,00:00.0,0:00:00,0,0,2020-12-24,2,1304 TJINC - SME,2020-12-09,1
61923,00:00.0,0:00:00,0,0,2021-01-20,2,1305 TJINC - Marketing Initiatives,2020-12-09,1
61924,00:00.0,0:00:00,0,0,2021-02-12,2,1306 TJINC -  Products,2020-12-09,1
61925,00:00.0,0:00:00,1,0,2022-06-13,2,1307 SOV -NS Implementation for LatAm Operations,2020-12-10,1
61927,00:00.0,0:00:00,1,0,2021-06-28,2,1309 SIT - Quarter Plan 11 Dec 2020 to 10 March 2021,2020-12-10,1
61928,00:00.0,0:00:00,1,0,2020-12-11,1,1310 OSF - COA High-Level Review,2020-12-11,1
61935,00:00.0,0:00:00,1,0,2021-04-02,1,1311 OSF - COA High-Level Review,2020-12-14,1
61938,00:00.0,0:00:00,1,0,2021-06-30,2,1312 WKS - SOW_006: EOD Support (14Dec2020-13Mar2021),2020-12-17,1
61940,01:27.2,0:00:00,1,0,2021-03-19,1,1313 LBR - EOD -Three months,2020-12-21,1
61941,00:00.0,0:00:00,1,0,2021-07-21,2,1314 BZV - OpenAir Optimization Blueprint,2020-12-21,1
61942,00:23.0,0:00:00,1,0,2021-01-11,2,1315 LAS - Two scripts to support Lash OpCo,2020-12-23,1
61947,00:07.1,0:00:00,1,0,2021-04-05,1,"1316 DWV - EOD  5th January, 2021 to 4th January 2022",2021-01-04,1
61948,03:10.9,0:00:00,1,0,2021-03-31,1,1317 BIO - EOD Multi-Platform Support 12/20 to 22/03/21,2021-01-05,1
61953,03:09.4,0:00:00,1,0,2021-04-30,2,1318 ADV - NetSuite & Open Air Blueprint.,2021-01-14,1
61961,00:03.0,0:00:00,1,0,2021-12-20,2,1319 FYA - EOD from 8 January 2021 to 7 January 2022,2021-01-28,1
61962,00:00.0,0:00:00,1,0,2021-10-04,2,1320 KNO - WMP Knox Implementation,2021-01-28,1
61963,00:00.0,0:00:00,1,0,2021-06-22,2,1321 THI - Roadmap Diligence & NetSuite/OpenAir,2021-02-05,1
61965,00:00.0,0:00:00,1,0,2021-05-18,1,1322 DGG - NetSuite Implementation Blueprint,2021-02-16,1
61972,07:12.9,0:00:00,1,0,2022-03-01,2,1323 BZV - NetSuite OpenAir Support,2021-02-26,1
61974,00:00.0,0:00:00,1,0,2021-05-24,2,"1324 ATX - EOD March 1, 2021 to May 31",2021-03-01,1
61975,00:57.4,0:00:00,1,0,2021-06-14,1,1325 LEA - EOD 1st March 2021 to 31st May 2021,2021-03-01,1
61976,03:10.4,0:00:00,1,0,2021-07-29,2,1326 HBL - Fixed Asset/Advanced Approvals Bundle,2021-03-01,1
61977,39:55.6,0:00:00,0,1,2022-07-13,1,1327 TJINC Products,2020-12-09,1
61979,27:18.6,0:00:00,0,0,2023-03-02,1,1328 TJINC Marketing Initiatives,2021-03-05,1
61980,00:00.0,0:00:00,0,0,2022-10-27,1,1329 TJINC SME Teams,2020-12-09,1
61990,03:25.6,0:00:00,1,0,2021-07-27,2,1330 ACC - SOW_001 NetSuite Assessment,2021-03-15,1
61992,00:00.0,0:00:00,1,0,2021-12-22,2,"1331 SPI - Managed Services March 22 to Sep 21, 2021",2021-03-15,1
61998,00:00.0,0:00:00,1,1,2021-03-16,1,1332 LAI - BSale: Laika,2021-03-16,1
61999,00:18.8,0:00:00,1,1,2021-05-25,2,1332 LAI - BSale Integration,2021-03-17,1
62002,00:00.0,0:00:00,1,0,2021-09-07,1,1333 ISI3 - ISI CDN Implementation - Additional Scope I,2021-03-18,1
62004,00:00.0,0:00:00,1,0,2021-09-23,2,"1334 LBR - EOD March 23, 2021",2021-03-25,1
62005,00:00.0,0:00:00,1,0,2021-10-15,1,"1335 BIO - EOD 1Q April 1 to June 30, 2021 - SOW_004",2021-03-25,1
62006,00:00.0,0:00:00,1,0,2021-10-06,2,1336 SOV - NetSuite/CloudCoach Integration Assessment,2021-03-25,1
62010,00:31.3,0:00:00,1,1,2021-12-03,1,1337 MXS - EOD - Ad Hoc NetSuite Support,2021-04-05,1
62011,00:00.0,0:00:00,1,0,2021-12-20,1,1338 PLW - SOW_007 - Remittance Report,2021-04-05,1
62017,05:47.7,0:00:00,1,0,2021-09-15,1,1339 OSF - NS Organizational Structure Optimization,2021-04-08,1
62021,00:00.0,0:00:00,1,0,2021-08-19,2,1340 ONP - NetSuite Assessment,2021-04-13,1
62023,00:37.7,0:00:00,1,0,2021-08-09,2,"1341 MOC - EOD April 9, 2021 to July 10, 2021",2021-04-09,1
62024,00:00.0,0:00:00,1,0,2021-04-15,1,1342 OSF - Managed Services Agreement,2021-04-15,1
62025,00:13.6,0:00:00,1,0,2021-11-02,2,1343 LAS - Script Lash OpCo,2021-04-16,1
62029,00:00.0,0:00:00,1,0,2021-07-07,2,1344 ASP - SOW_003 ERP BRSD Validation,2021-04-19,1
62031,00:00.0,0:00:00,1,0,2021-07-20,1,1345 PLW - Payment Gateway Assessment,2021-04-26,1
62032,00:40.8,0:00:00,1,1,2022-08-23,1,1346 TLI - SOW_005 EOD Apr20-Jul19 2021,2021-04-26,1
62033,03:57.0,0:00:00,1,0,2022-04-27,2,"1347 LDP - EDO April 19th to July 19th, 2022",2021-04-19,1
62034,01:55.9,0:00:00,0,0,2021-07-08,1,1348 TOR - NetSuite Re-Implementation,2021-04-30,1
62036,00:07.7,0:00:00,1,0,2022-02-08,2,"1349 185.00	RIV - ASA Customized automation",2021-05-03,1
62037,01:14.8,0:00:00,1,0,2021-07-27,2,1350 HED - Pre-blueprint diligence working with WMP.,2021-05-04,1
62038,00:00.0,0:00:00,1,0,2021-07-13,2,1351 ATX - Cognita Training,2021-05-04,1
62039,03:50.4,0:00:00,1,0,2022-01-31,2,1352 ASP - EOD Service Plan 40 - May-Jul 2021,2021-05-06,1
62042,05:16.5,0:00:00,1,0,2021-11-11,2,"1353 ATX - EOD May 11, 2021 to November 10, 2021",2021-05-11,1
62044,00:18.2,0:00:00,1,0,2021-08-31,2,"1354 CAP - EOD May 11, 2021 to May 10, 2022",2021-05-12,1
62045,00:00.0,0:00:00,1,0,2021-05-12,2,1355 TGI - Trajectory Group Inc Rescue,2021-05-12,1
62048,31:21.7,0:00:00,1,0,2022-04-25,2,1356 THI - Implementation,2021-05-13,1
62051,00:00.0,0:00:00,1,1,2023-01-25,1,1357 TGI - Trajectory Group Inc Rescue,2021-05-13,1
62053,01:35.5,0:00:00,1,0,2021-11-04,1,"1358 FMB - EOD 11th June, 2021 to 10th September, 2021",2021-06-11,1
62058,01:09.9,0:00:00,1,0,2021-08-06,2,1359 BZV - Milestone Billing Solution Blueprint,2021-05-26,1
62067,04:18.3,0:00:00,1,1,2021-09-09,2,1360 IPA - Training,2021-06-01,1
62069,14:37.1,0:00:00,1,0,2022-04-15,1,1361 TOR - NetSuite Re-Implementation and Optimization,2021-06-08,1
62073,00:00.0,0:00:00,1,0,2021-08-19,2,1362 QPD - NS blueprint US and European localizations,2021-06-14,1
62075,19:28.0,0:00:00,1,0,2023-02-28,2,1363 TFG - Development support,2021-06-21,1
62080,00:00.0,0:00:00,1,0,2021-11-16,2,"1364 HNI - EOD July 5, 2021 to October 4, 2021",2021-07-05,1
62081,00:00.0,0:00:00,1,0,2022-03-01,2,1365 ASP - SOW_005 NetSuite ERP Implementation,2021-07-07,1
62084,05:18.3,0:00:00,1,0,2022-09-08,1,1366 BON - Multi-Platform EOD 2021-2022,2021-07-08,1
62085,00:00.0,0:00:00,1,0,2022-10-28,1,1367 AGE - NetSuite Optimization,2021-07-08,1
62089,00:00.0,0:00:00,1,0,2022-08-05,2,1368 11CSC - EOD Aug2021-Jul2022,2021-08-01,1
62090,21:04.9,0:00:00,1,0,2022-01-17,2,1369 QPD - Quickparts/Project Olympic Implementation,2021-07-28,1
62093,00:00.0,0:00:00,1,0,2021-09-06,2,1370 SEC - Securly Revenue Recognition Blueprint & CoA,2021-07-29,1
62094,00:00.0,0:00:00,1,0,2021-10-13,1,"1371 800AGE - EOD 3rd August, 2021 to 2nd November, 2021",2021-08-05,1
62095,05:14.6,0:00:00,1,0,2022-08-26,2,"1372 MOC - EOD 3rd August, 2021 to 2nd August, 2022",2021-08-06,1
62100,00:00.0,0:00:00,1,0,2022-10-04,2,1373 BZV - Invoice-related optimizations,2021-08-09,1
62102,00:16.9,0:00:00,1,0,2022-07-05,2,"1374 SIT - EOD from August 10, 2021 to August 9th, 2022",2021-08-19,1
62103,00:00.0,0:00:00,1,1,2021-08-23,2,1375 QPD - SOW_002 NetSuite Implementation,2021-08-23,1
62104,03:45.9,0:00:00,1,0,2022-03-07,2,1376 BOU - Assessment - US/CAD instance merger,2021-08-25,1
62105,00:54.7,0:00:00,1,0,2021-10-12,2,1377 SWI - Pre-blueprint diligence.,2021-08-26,1
62110,02:16.0,0:00:00,1,0,2022-03-01,2,1378 RIV - Mazzella Functional and development support 1,2021-08-31,1
62111,05:03.0,0:00:00,1,1,2022-01-17,2,1379 SOV - Sovos CloudCoach,2021-09-01,1
62114,03:47.2,0:00:00,1,0,2021-11-17,2,1380 KNO - Knox/West Monroe Phase 1.5 SOW,2021-09-07,1
62115,18:06.4,0:00:00,1,0,2022-07-13,2,1381 ONP - SOW_03 | NetSuite Optimization,2021-09-08,1
62116,00:51.4,0:00:00,1,0,2022-02-10,2,"1382 PAL - EOD September 3, 2021 to December 31, 2021",2021-09-08,1
62117,04:54.9,0:00:00,1,0,2022-01-31,2,1383 SEC - Securly Revenue Recognition Implementa & CoA,2021-09-10,1
62118,00:00.0,0:00:00,1,0,2022-02-17,1,"1384 ISI - EOD Sept. 3 - Dec. 13, 2021",2021-09-03,1
62133,00:00.0,0:00:00,1,0,2021-12-03,2,"1385 BMC - EOD Oct1, 2021-Sep30, 2022",2021-10-01,1
62137,01:51.1,0:00:00,1,0,2022-04-19,2,"1386 LBR - EOD Sep 21, 2021 to March 20, 2022",2021-09-24,1
62145,00:00.0,0:00:00,1,0,2021-12-06,2,1387 KNO - Support Oct-Dec 2021,2021-10-08,1
62148,09:02.9,0:00:00,1,0,2022-11-23,1,"1388 CGC - EOD October 15, 2021 to October 14, 2022.",2021-10-20,1
62149,03:42.4,0:00:00,1,0,2022-10-28,1,"1389 AGE - EOD October 18, 2021 to January 17, 2022",2021-10-20,1
62150,00:00.0,0:00:00,1,1,2021-11-03,,1390 PLW - NetSuite Subsidiary Restructure: Points.com Inc,2021-11-03,
62155,00:00.0,0:00:00,1,0,2022-02-10,2,1391 PLW - NetSuite Subsidiary Restructure,2021-11-04,1
62165,00:00.0,0:00:00,1,0,2022-03-01,2,1392 RIV - Mazzella Functional and development support,2021-11-18,1
62166,02:09.9,0:00:00,1,0,2022-02-18,2,1393 ACC - Managed Services - Invoicing Tweaks,2021-11-18,1
62169,05:35.4,0:00:00,1,0,2022-02-02,2,1394 185KNO - West Monroe Support  Dec 2021 - Jan 2022,2021-12-01,1
62170,03:49.9,0:00:00,1,0,2022-08-29,1,"1395 MXS - EOD  February 1, 2022 to August 31, 2022",2021-12-01,1
62174,00:00.0,0:00:00,1,0,2022-02-24,2,"1396 ATX - EOD November 11, 2021 to February 10, 2022",2021-12-07,1
62180,00:00.0,0:00:00,0,0,2022-01-17,1,1397 1403PLW - Remittance Implementation - Backlog OLD Don't use,2021-12-20,1
62190,00:00.0,0:00:00,1,0,2022-03-30,2,"1398 BMC - EOD Jan 1, 2022 - Mar 31, 2022",2022-01-05,1
62192,03:24.1,0:00:00,1,0,2022-11-07,2,1399 COR - 160 hr plan (Jan2022-Jan2023),2022-01-06,1
62193,00:00.0,0:00:00,1,0,2022-02-18,1,1400 CGC - Incorporation of US BioSteel entity,2022-01-11,1
62197,00:00.0,0:00:00,1,0,2022-02-25,2,1401 HED - Blueprint,2022-01-12,1
62199,00:00.0,0:00:00,1,0,2022-05-02,2,1402 AUR - SOW_001 Blueprint,2022-01-18,1
62200,15:29.2,0:00:00,1,0,2022-06-07,2,1403 PLW - Remittance Implementation - Backlog,2021-12-20,1
62201,04:49.5,0:00:00,1,0,2022-04-04,2,1404 PRE - Intarome Blueprint,2022-01-20,1
62202,00:00.0,0:00:00,1,0,2022-04-15,2,"1405 QPD0 - Managed Services Support - Jan. 17 - Apr. 17, 2022",2022-01-20,1
62214,05:21.4,0:00:00,1,0,2022-05-10,2,1406 CSC - Salesforce.com Migration,2022-01-31,1
62219,12:51.8,0:00:00,1,0,2022-08-31,2,1407 KNO - Implementation Support for Knox Company.,2022-02-05,1
62220,00:07.7,0:00:00,1,0,2022-03-15,2,1408 RIV - Small script to Default Department on Time E,2022-02-09,1
62221,00:16.7,0:00:00,1,0,2022-04-27,2,1409 WMP - GL posting script to support Vegamour.,2022-02-11,1
62224,00:00.0,0:00:00,1,0,2022-03-24,2,1410 STA - Due Diligence,2022-02-14,1
62225,00:43.5,0:00:00,1,0,2022-04-14,2,1411 FYA - EOD Multi-Platform Support,2022-02-16,1
62226,00:00.0,0:00:00,1,0,2022-03-09,2,1412 PLW - SOW_011 Amalgamation Implementation,2022-02-17,1
62229,00:00.0,0:00:00,1,1,2023-04-13,1,"1413 ISI - EOD February 21, 2022 to February 20, 2023",2022-02-22,1
62230,02:21.7,0:00:00,1,0,2022-06-15,2,"1414 ATX -EOD February 25, 2022 to May 24, 2022",2022-02-25,1
62231,18:18.1,0:00:00,1,0,2023-03-29,2,"1415 ASP - EOD March 1, 2022 to Feb 28, 2023",2022-02-28,1
62232,00:00.0,0:00:00,1,0,2022-09-14,2,1416 HED - Optimizations for HealthEquity,2022-02-28,1
62236,00:00.0,0:00:00,1,0,2023-03-02,2,"1417 PAL - EOD February 10, 2022 to February 9, 2023",2022-03-03,1
62242,00:00.0,0:00:00,1,0,2022-10-28,2,1418 RIV - Mazzella implementation SOW_009,2022-03-10,1
62243,00:00.0,0:00:00,1,0,2022-11-02,2,1419 RIV - Mazzella support SOW_010,2022-03-10,1
62247,07:11.9,0:00:00,1,0,2022-06-02,2,1420 WEB - Blueprint,2022-03-16,1
62250,00:00.0,0:00:00,1,0,2022-06-13,2,"1421 BMC - EOD April 1, 2022 - Jun 30, 2022",2022-03-16,1
62251,00:00.0,0:00:00,1,0,2022-05-31,1,1422 ISI - US Operations Blueprint,2022-03-16,1
62254,12:39.8,0:00:00,1,0,2022-09-08,2,1423 RHO - SOW_001 NetSuite Assessment,2022-03-23,1
62456,00:00.0,0:00:00,1,0,2023-02-10,2,1424 PRE - Intarome Implementation,2022-03-31,1
62457,00:00.0,0:00:00,1,0,2022-08-26,1,"1425 LEA - EOD April 15, 2022 to October 14 SOW_004",2022-04-05,1
62458,12:04.0,0:00:00,1,0,2022-08-11,2,1426 220STA2 - Phase 1: NetSuite Blueprint,2022-04-05,1
62459,02:08.7,0:00:00,1,0,2023-03-29,2,"1427 ACC - March 1, 2022 to February 28, 2023 SOW_004",2022-04-05,1
62562,06:27.3,0:00:00,1,0,2023-01-02,2,"1428 QPD0 - Managed Services - April 18 - July 18, 2022",2022-04-14,1
62763,00:10.0,0:00:00,1,0,2022-04-27,2,1429 RIV -NetSuite projects module assistance for E-Cap,2022-04-19,1
62764,00:00.0,0:00:00,1,1,2023-04-25,2,1430 TJINC - Training Coordination,2022-04-22,1
62765,00:00.0,0:00:00,1,0,2022-10-31,2,1431 LBR - EOD Apr 11 2022,2022-04-22,1
62766,04:53.2,0:00:00,1,0,2023-01-31,2,1432 THI - Post go-live support,2022-04-22,1
63275,00:14.6,0:00:00,1,0,2022-05-31,1,1433 ISI5 - US Operations Implementation,2022-05-17,1
63276,00:00.0,0:00:00,1,0,2022-09-28,2,1434 HRN - NetSuite Blueprint,2022-05-18,1
63277,00:00.0,0:00:00,1,1,2023-04-20,2,1435 WEB - Implementation,2022-05-24,1
63284,01:13.7,0:00:00,1,1,2023-04-14,2,1436 LDP - EOD May 2022 - Nov 2022,2022-06-03,1
63285,00:00.0,0:00:00,1,0,2022-06-08,1,1437 RES - Blueprint,2022-06-01,1
63290,00:00.0,0:00:00,1,0,2022-09-09,2,1438 KBR - Blueprint,2022-06-09,1
63292,02:24.7,0:00:00,1,0,2022-07-01,2,1439 RES - Blueprint US Currency,2022-06-14,1
63297,00:11.2,0:00:00,1,1,2022-11-03,1,1440 BON - SOW_014 EOD Jul-Sep2022,2022-07-01,1
63298,00:04.0,0:00:00,1,0,2022-07-18,2,"1441 QPD2 - Phase 2 Blueprint: QP 3D Acquisition, Inc.",2022-06-30,1
63301,00:00.0,0:00:00,1,0,2022-07-04,2,1442 BIR - SOW_001 NetSuite Blueprint,2022-07-04,1
63302,00:00.0,0:00:00,1,0,2022-08-29,2,1443 RES - Blueprint,2022-07-04,1
63303,00:00.0,0:00:00,1,0,2022-11-09,2,"1444 BMC - EOD July 1, 2022 - Sep 30, 2022",2022-07-06,1
63306,00:00.0,0:00:00,1,0,2022-11-11,2,1445 BIR - SOW_001 NetSuite Blueprint,2022-07-13,1
63308,00:00.0,0:00:00,1,1,2023-01-25,1,1446 BIO - E-Comm Drop Ship,2022-07-14,1
63309,00:00.0,0:00:00,1,0,2022-08-26,2,1447 QPD2 - Phase 2 Blueprint,2022-06-30,1
63311,00:00.0,0:00:00,1,1,2023-04-13,2,1448 PLW - SOW_012 EOD Jul2022-Jul2023,2022-07-20,1
63315,00:00.0,0:00:00,1,1,2023-01-31,1,1449 BIO - EOD - Outsourced Manufacturing,2022-07-26,1
63318,00:00.0,0:00:00,1,1,2023-04-13,2,1450 CSC - SOW_013 EOD Aug2022-Jul2023,2022-08-03,1
63319,11:24.5,0:00:00,1,0,2023-02-09,2,1451 KNO - EOD (August 2022 - January 2023),2022-08-03,1
63320,49:53.6,0:00:00,1,1,2023-04-19,2,1452 STA3 - Phase 1 NetSuite Implementation,2022-08-12,1
63322,00:04.0,0:00:00,1,0,2022-08-22,2,1453 RIV - Manufacturing Demo,2022-08-22,1
63325,02:04.8,0:00:00,1,0,2023-02-27,2,"1454 MOC - EOD August 29, 2022 to February 28, 2023",2022-08-29,1
63327,00:00.0,0:00:00,1,0,2023-03-20,2,1455 RES - Project Budgeting & Forecasting Implementation,2022-08-30,1
63329,00:00.0,0:00:00,1,0,2023-01-16,2,1456 SOV - SOW_006 - Project Rebar Assessment,2022-09-07,1
63333,00:00.0,0:00:00,1,1,2023-01-17,2,1457 SOV - SOW_002_CO_006 EOD - ePartners Colombia & Peru replac,2022-09-08,1
63341,00:00.0,0:00:00,1,1,2023-04-18,2,1458 TFG - Ongoing NetSuite optimization support,2022-09-22,1
63345,00:00.0,0:00:00,1,1,2023-04-24,2,1459 RHO - SOW_002 NetSuite Assessment Implementation,2022-09-27,1
63346,00:00.0,0:00:00,1,1,2023-02-13,2,1460 HRN - NetSuite Implementation,2022-09-27,1
63358,00:31.5,0:00:00,1,1,2023-01-25,2,"1461 BMC - NS Managed Services Oct1, 2022-Sep30, 2023",2022-10-13,1
63359,00:00.0,0:00:00,1,0,2023-01-27,2,1462 AZZ - NetSuite Blueprint,2022-10-13,1
63360,01:48.1,0:00:00,1,1,2023-04-03,2,1463 CSC - System Y Integration,2022-10-19,1
63382,00:00.0,0:00:00,1,1,2023-04-12,2,"1464 NAU - EOD November 3, 2022 to November 2, 2023.",2022-11-07,1
63385,00:11.9,0:00:00,1,1,2023-01-16,2,"1465 LBR - EOD November 1, 2022 to Oct 31, 2023",2022-11-01,1
63386,00:00.0,0:00:00,1,1,2023-01-20,1,"1466 LEA - EOD November 4, 2022 to May 3, 2023",2022-11-04,1
63387,05:41.7,0:00:00,1,1,2023-04-20,2,"1467 ZEM - EOD - 1 Quarter Nov 8, 2022 to Feb 7 2023",2022-11-11,1
63388,00:37.2,0:00:00,1,1,2023-01-04,1,"1468 AGE - EOD October 31, 2022 to October 30, 2023.",2022-11-11,1
63389,00:06.9,0:00:00,1,1,2022-11-16,2,1469 BIR - SOW_002 NS Implementation,2022-11-11,1
63390,03:23.3,0:00:00,1,0,2022-12-12,2,1470 HAT - SOW_001,2022-11-11,1
63391,00:16.9,0:00:00,1,1,2022-11-21,2,1471 TUN - Tundra Diligence.,2022-11-11,1
63402,00:00.0,0:00:00,1,1,2023-04-19,2,1472 RIV - Mazzella support - SOW_011,2022-12-06,1
63403,02:14.9,0:00:00,1,1,2023-03-20,2,1473 200RIV - Mazzella Implementation - SOW_012,2022-12-06,1
63409,00:00.0,0:00:00,1,1,2022-12-12,2,1474 SOV - SOW_007 Rebar Implementation,2022-12-12,1
63440,01:29.6,0:00:00,1,1,2023-04-13,2,"1475 QPD - EOD January 1, 2023, to March 31, 2023.",2023-01-09,1
63441,00:00.0,0:00:00,1,1,2023-04-16,2,1476 N3D - Blueprint assessment,2023-01-09,1
63443,03:59.2,0:00:00,1,1,2023-04-10,2,1477 KNO - EOD February 2023 - July 2023,2023-01-13,1
63454,00:03.0,0:00:15,1,1,2023-01-19,1,1478 Do Not Use - CSV Testing,2023-01-19,1
63456,00:00.0,0:00:00,1,0,2023-03-09,2,1479 STA4 - Initus Shopify Integration,2023-01-25,1
63458,00:02.0,0:00:00,1,1,2023-03-16,2,"1480 PAL - EOD February 10, 2023 to February 9, 2024",2023-01-25,1
63459,00:27.6,0:00:00,1,1,2023-02-01,2,1481 AZZ - AZZ - NetSuite Implementation,2023-01-26,1
63460,00:00.0,0:00:00,1,1,2023-04-12,1,"1482 CGC - EOD January 25, 2023 to January 24, 2024.",2023-01-26,1
63465,00:00.0,0:00:00,1,1,2023-04-20,2,1483 ZEM - SOW_002 Connectors,2023-01-31,1
