identificacion,Tiempo_real,Tiempo_asignado,permitir_Gastos,permitir_tiempo,Fecha_de_finalizacion_calculada,divisa,Titulo_de_proyecto,fecha_de_inicio,filial
55980,00:00.0,0:00:00,1,1,2013-10-11,2,720 Production Team Support-WP-0813-PST1,2013-08-30,1
55981,00:00.0,0:00:00,1,1,2013-10-01,2,721 EOD - Aug2013 to Jul2014,2013-08-30,1
55984,01:18.1,0:00:00,1,1,2014-08-12,1,722 6 Month EoD,2013-09-06,1
55990,00:21.0,0:00:00,1,1,2014-03-07,1,723 Expense Report Review,2013-09-17,1
55996,00:00.0,0:00:00,1,1,2013-10-31,1,724 Addendum #5,2013-09-24,1
55997,01:27.5,0:00:00,1,1,2013-12-16,2,725 Q4 EOD (Accuvant),2013-09-24,1
55999,01:24.9,0:00:00,1,1,2014-01-08,1,726 DSO Search,2013-09-26,1
56000,00:45.0,0:00:00,1,1,2013-11-13,2,727 Lock non-posting transaction after period close (ID15),2013-09-26,1
56007,00:25.2,0:00:00,1,1,2013-11-11,2,729 Script Changes,2013-10-03,1
56008,00:00.0,0:00:00,1,1,2016-05-09,1,730 TJINC Product Development - ADhere (Old),2013-10-03,1
56010,15:11.4,0:00:00,1,1,2014-04-04,2,731 Production Support,2013-10-04,1
56011,13:21.8,0:00:00,1,1,2014-02-13,2,732 Product Revamp,2013-10-04,1
56012,00:28.1,0:00:00,1,1,2014-03-21,2,733 HTO,2013-10-04,1
56013,03:06.5,0:00:00,1,1,2014-03-28,2,734 BASICX,2013-10-04,1
56218,00:37.9,0:00:00,1,1,2014-08-08,2,735 40 hrs EoD,2013-10-09,1
56423,01:10.5,0:00:00,1,1,2013-11-07,2,736 On-Site Scoping,2013-10-21,1
56424,00:00.0,0:00:00,1,1,2016-02-03,1,737 TJINC Product Development - RumbleSeat,2013-10-25,1
56425,00:00.0,0:00:00,1,1,2014-01-06,1,738 KNB Expertise on-Demand - 35 Hours (Opportunity Status),2013-10-30,1
56426,00:00.0,0:00:00,1,1,2015-04-10,1,739 NetSuite Implementation,2013-10-30,1
56427,00:10.2,0:00:00,1,1,2014-01-27,1,740 SCB NetSuite Support,2013-11-01,1
56430,04:36.7,0:00:00,1,1,2014-06-12,1,741 Encore Integration,2013-11-05,1
56440,00:41.6,0:00:00,1,1,2013-12-17,1,742 TO2015 - Locked Line Script Update,2013-11-12,1
56446,00:00.0,0:00:00,1,1,2013-11-26,1,743 Norwest Support,2013-11-26,1
56449,00:00.0,0:00:00,1,1,2013-12-03,1,744 NetSuite Blueprinting,2013-12-03,1
56450,00:00.0,0:00:00,1,1,2013-12-05,1,745 NetSuite Expertise OnDemand,2013-12-03,1
56451,00:35.3,0:00:00,1,1,2014-01-10,2,746 NetSuite Webservices 2009 Migration,2013-12-03,1
56463,00:00.0,0:00:00,1,1,2014-01-17,1,747 Addendum # 6,2013-12-04,1
56666,00:58.1,0:00:00,1,1,2014-12-29,2,748 Time & Material,2013-12-13,1
56671,00:00.0,0:00:00,1,1,2014-02-21,1,749 Assignment Report Profitability Analysis,2013-12-18,1
56672,01:39.6,0:00:00,1,1,2014-02-12,2,750 NetSuite Blueprinting,2013-12-19,1
57277,01:59.5,0:00:00,1,1,2014-03-19,1,751 C0-08 - Fixed Bid,2014-01-02,1
57278,03:54.6,0:00:00,1,1,2014-03-25,2,752 Blueprinting,2014-01-02,1
57280,00:15.0,0:00:00,1,1,2014-02-11,2,753 Additional CRM Effort,2014-01-13,1
57281,00:54.5,0:00:00,1,1,2014-09-24,1,754 CO-08 T&M,2014-01-13,1
57490,00:00.0,0:00:00,1,1,2014-01-23,1,755 NetSuite Implementation,2014-01-23,1
57492,00:33.2,0:00:00,1,1,2014-04-10,1,756 Klenzoid EoD,2014-01-24,1
57496,00:50.1,0:00:00,1,1,2014-03-14,1,757 Addendum # 7,2014-01-29,1
57497,00:00.0,0:00:00,1,1,2016-03-11,2,758 HBL Expertise OnDemand,2014-01-30,1
57499,04:37.2,0:00:00,1,1,2015-12-17,2,759 NS Implementation,2014-01-31,1
57501,00:00.0,0:00:00,1,1,2014-02-07,1,760 Boomi Integration,2014-02-05,1
57506,00:56.8,0:00:00,1,1,2015-01-06,2,761 Concergent EOD,2014-02-11,1
57509,00:00.0,0:00:00,1,1,2015-02-05,2,762 BioAgilytix NetSuite Implementation,2014-02-18,1
57512,00:00.0,0:00:00,1,1,2014-04-28,2,763 Accuvant Script Updates (Feb 2014),2014-02-21,1
57515,00:26.7,0:00:00,1,1,2014-03-07,1,764 Norwest Script Documentation,2014-02-24,1
57516,00:00.0,0:00:00,1,1,2014-04-01,2,765 ICX,2014-02-25,1
57519,00:07.2,0:00:00,1,1,2014-11-26,1,766 peNS Implementation T&M,2014-03-04,1
57523,00:00.0,0:00:00,1,1,2014-03-14,1,767 Boomi Integration,2014-03-05,1
57526,00:52.8,0:00:00,1,1,2015-03-25,2,768 NS EoD - March2014-May2014,2014-03-07,1
57534,00:00.0,0:00:00,1,1,2014-07-02,2,769 Sys Dev,2014-04-07,1
57535,05:02.5,0:00:00,1,1,2014-06-23,2,770 Tech Ops,2014-04-07,1
57536,00:00.0,0:00:00,1,1,2014-04-07,2,771 WAP Blitz,2014-04-07,1
57537,00:36.8,0:00:00,1,1,2014-04-16,1,772 Knightsbridge Encore Clean-up Activities,2014-04-08,1
57538,00:00.0,0:00:00,1,1,2014-07-15,2,773 ASF Billing Automation,2014-04-09,1
57539,00:35.0,0:00:00,1,1,2014-05-21,1,774 Encore - BD Activity,2014-04-09,1
57542,00:25.8,0:00:00,1,1,2015-03-12,2,775 EoD T&M,2014-04-24,1
57544,00:00.0,0:00:00,1,1,2015-05-11,1,776 NWC PSA,2014-04-25,1
57547,01:25.9,0:00:00,1,1,2015-06-09,2,777 PALNET - NS Professional Services: May 2014-April 2015,2014-04-29,1
57552,03:02.2,0:00:00,1,1,2015-05-20,2,778 Boomi Integration,2014-04-30,1
57559,00:51.5,0:00:00,1,1,2014-08-18,1,779 PanAm Inventory Management,2014-05-01,1
57560,00:06.4,0:00:00,1,1,2014-05-08,1,780 Time & Material,2014-05-01,1
57561,02:38.5,0:00:00,1,1,2014-05-05,2,781 Boomi Integration,2014-05-05,1
57562,03:58.8,0:00:00,1,1,2014-11-12,1,782 Addendum #8,2014-05-05,1
57563,06:36.8,0:00:00,1,1,2014-08-21,2,783 Finance,2014-05-06,1
57565,01:42.0,0:00:00,1,1,2014-07-18,1,784 Legionella Portal 1,2014-05-07,1
57567,00:00.0,0:00:00,1,1,2014-09-25,1,785 AA Portal UI Changes,2014-05-08,1
57576,00:00.0,0:00:00,1,1,2014-07-08,2,786 Findaway - Account migration review,2014-06-02,1
57581,01:19.0,0:00:00,1,1,2014-09-17,1,787 Aequitas Blueprinting,2014-06-05,1
57594,02:58.3,0:00:00,1,1,2014-08-04,2,788 NS Solution Scoping & Blueprinting,2014-06-10,1
57597,00:00.0,0:00:00,1,1,2015-06-09,2,789 Swish Data - 12 month EoD,2014-06-12,1
58036,00:00.0,0:00:00,1,1,2014-09-05,2,790 Intermarkets EoD,2014-06-17,1
58043,00:36.2,0:00:00,1,1,2014-09-16,1,791 FDO - EoD (Post-Billing),2014-06-17,1
58244,00:00.0,0:00:00,1,1,2015-06-15,1,792 TIFF NetSuite Support 2014-2015,2014-06-26,1
58249,01:17.2,0:00:00,1,1,2014-10-20,2,793 MED - ASF & PSF Approval Process,2014-06-27,1
58264,00:00.0,0:00:00,1,0,2015-08-07,1,794 KNB EoD - 2014-2015,2014-07-04,1
58680,01:12.9,0:00:00,1,1,2015-07-08,2,795 WAP SysDev July - December 2014,2014-07-21,1
58681,00:00.0,0:00:00,1,1,2015-10-08,2,796 WAP TechOps July-December 2014,2014-07-21,1
58686,00:00.0,0:00:00,1,1,2015-01-16,1,797 MDS Aero Blueprint,2014-07-21,1
59763,04:15.2,0:00:00,1,0,2017-11-09,2,798 CLOSED - IMK - EOD 2014-2015,2014-08-05,1
59764,00:50.0,0:00:00,1,1,2014-08-26,1,799 KLZ Interactive App - Performance,2014-08-05,1
59765,00:30.5,0:00:00,1,1,2014-09-12,1,800 KLZ Multi-Site Login,2014-08-05,1
59779,00:00.0,0:00:00,1,1,2015-09-04,2,801 Trace3 2014-2015 NetSuite Services,2014-08-06,1
59787,00:15.4,0:00:00,1,1,2014-11-13,2,802 Vocus - NetSuite Finance Support,2014-08-11,1
59794,01:06.7,0:00:00,1,0,2017-09-19,2,803 CLOSED - CLMG T&M Project,2014-08-11,1
59805,00:00.0,0:00:00,1,1,2014-11-27,2,804 Vocus - Order to Cash,2014-08-13,1
59811,00:09.3,0:00:00,1,1,2014-10-28,1,805 NGH - In-Flight Activities,2014-08-19,1
59815,07:08.1,0:00:00,1,1,2015-09-17,1,806 AQT NetSuite Implmentation,2014-08-21,1
59816,00:00.0,0:00:00,1,1,2014-11-06,2,807 Scheduling Institute Blueprinting,2014-08-26,1
59823,07:29.2,0:00:00,1,1,2014-12-11,1,808 PDX NetSuite Solution Blueprint,2014-09-02,1
59850,00:33.7,0:00:00,1,1,2014-10-21,1,809 TO2015 - Lock Description,2014-09-19,1
59851,00:15.8,0:00:00,1,1,2015-01-20,2,810 MED - JE Automation Enhancement,2014-09-19,1
59853,01:08.3,0:00:00,1,1,2015-07-24,1,811 KNB - Integration Support,2014-09-22,1
59856,01:08.6,0:00:00,1,1,2014-11-27,1,812 KLZ - VA Legionella Portal,2014-09-25,1
59860,14:27.7,0:00:00,1,1,2015-04-20,2,813 Topcon - Phase 1 Implementation,2014-09-30,1
59865,00:00.0,0:00:00,1,0,2017-06-30,2,814 Firemon T&M,2014-10-07,1
59866,00:00.0,0:00:00,1,1,2014-12-01,1,815 PanAm Schenker Integration,2014-10-08,1
59868,07:26.9,0:00:00,1,1,2016-03-09,1,816 TJINC - Internal Operations Projects (Old),2014-10-10,1
59869,00:01.5,0:00:00,1,1,2014-11-26,1,817 TJINC Trajectory's NetSuite Instance Redeployment 2015,2014-10-10,1
59876,00:03.5,0:00:00,1,1,2014-10-29,1,818 T&M - 3 hours,2014-10-17,1
59877,00:00.0,0:00:00,1,1,2014-12-05,2,819 PFL Merging Entities,2014-10-20,1
59881,00:15.2,0:00:00,1,1,2014-12-10,1,820 KNB UI Update,2014-10-27,1
59882,00:58.3,0:00:00,1,1,2015-03-31,2,821 VAL Performance Optimizations,2014-10-28,1
59883,26:55.7,0:00:00,1,1,2015-04-07,2,822 SIT NetSuite Implementation,2014-11-03,1
59935,00:00.0,0:00:00,1,1,2015-01-27,1,823 KNB Expense Report Performance,2014-11-13,1
60008,00:19.9,0:00:00,1,1,2015-01-07,1,824 ACH - Inter-Company Assessment,2014-11-21,1
60009,00:18.4,0:00:00,1,1,2014-12-03,2,825 NetSuite Consulting,2014-11-21,1
60011,01:53.9,0:00:00,1,1,2014-12-19,1,826 Corel Addendum #9,2014-11-25,1
60012,00:16.0,0:00:00,1,1,2014-12-11,1,827 KNB Sales Report,2014-11-26,1
60018,02:21.2,0:00:00,1,1,2015-04-08,1,828 AdvertisingERP Implementation,2014-12-02,1
60021,00:39.7,0:00:00,1,1,2014-12-29,1,829 40 Hours T&M,2014-12-12,1
60029,26:22.4,0:00:00,1,1,2015-09-15,1,830 PDX NS Implementation,2014-12-19,1
60030,00:11.1,0:00:00,1,1,2015-02-10,1,831 CRM Phase 1,2014-12-22,1
60031,02:47.6,0:00:00,1,1,2015-04-29,1,832 Addendum 10 (HP Integration),2014-12-22,1
60060,01:36.6,0:00:00,1,1,2015-04-17,1,833 PRM NS Blueprinting,2015-01-29,1
60064,02:18.5,0:00:00,1,1,2016-09-12,2,834 BAL Maintenance/NS Support,2015-01-30,1
60065,00:03.1,0:00:00,1,1,2015-07-03,2,835 Demand Planning T&M,2015-02-02,1
60066,00:10.0,0:00:00,1,1,2015-03-16,1,836 KNB Sign Change,2015-02-03,1
60071,00:04.8,0:00:00,1,1,2015-03-30,2,837 MED Reverse JE,2015-02-05,1
60078,08:09.9,0:00:00,1,1,2015-11-04,2,838 Retail Next Boomi Integration,2015-02-19,1
60082,05:12.3,0:00:00,1,1,2015-07-03,1,839 Saba Blueprint Project,2015-03-02,1
60083,00:26.9,0:00:00,1,1,2015-06-01,1,840 ACH - Proof Of Concept,2015-03-05,1
60097,01:42.5,0:00:00,1,1,2015-04-01,1,841 Axsium NetSuite Implementation,2015-03-19,1
60103,01:22.0,0:00:00,1,1,2016-04-20,2,842 PFL PO Approval,2015-03-27,1
60104,00:00.0,0:00:00,1,1,2015-08-25,1,843 PDX POC/NetSuite Technical Solution,2015-03-27,1
60106,00:20.7,0:00:00,1,1,2015-06-19,1,844 SCR T&M Project - CRM & ERP Augmentation,2015-04-06,1
60109,00:00.0,0:00:00,1,1,2015-05-01,2,845 SIT NS Consulting - April,2015-04-08,1
60115,00:22.1,0:00:00,1,1,2015-05-18,2,846 MED EoD 2015,2015-04-21,1
60121,00:05.7,0:00:00,1,0,2015-05-18,2,847 TPS - Post Go-Live Support,2015-04-24,1
60125,00:19.0,0:00:00,1,1,2015-05-15,1,848 Expertise OnDemand,2015-04-30,1
60126,00:00.0,0:00:00,1,1,2015-05-29,2,849 SIT NS Consulting - May,2015-05-05,1
60127,00:51.2,0:00:00,1,1,2016-07-13,1,850 CRL Addendum # 11,2015-05-07,1
60134,00:00.0,0:00:00,1,1,2015-06-22,2,851 Boomi Consulting,2015-05-13,1
60137,05:15.4,0:00:00,1,1,2016-01-15,1,852 PRM NS Implementation,2015-05-20,1
60139,05:03.2,0:00:00,1,1,2015-07-01,2,853 SIT NS Consulting - June,2015-05-28,1
60144,06:34.9,0:00:00,1,1,2016-03-31,1,854 LHH Boomi Integration,2015-06-04,1
60145,03:20.2,0:00:00,1,1,2016-01-26,2,855 Oanda NS SuiteApp Dev,2015-06-05,1
60146,00:00.0,0:00:00,1,1,2015-10-01,2,856 Saba ERP Implementation (Release1),2015-06-09,1
60148,00:25.1,0:00:00,1,1,2015-07-06,1,857 KLZ Domain Update,2015-06-12,1
60149,00:00.0,0:00:00,1,1,2016-08-12,1,858 TIFF NetSuite Support 2015-2016,2015-06-15,1
60150,00:00.0,0:00:00,1,1,2015-11-09,1,859 ACH 3 month EoD,2015-06-18,1
60151,03:55.5,0:00:00,1,1,2016-08-02,1,860 ACH Receipts/Fulfillments & PO Creation,2015-06-18,1
60154,00:00.0,0:00:00,1,1,2015-11-18,2,861 SMK Additional Boomi & SDLC,2015-06-19,1
60155,01:53.2,0:00:00,1,1,2015-10-23,1,862 SCR Netsuite Augmentation,2015-06-24,1
60157,02:46.6,0:00:00,1,0,2016-10-07,2,863 PALNET EoD,2015-06-26,1
60161,03:14.0,0:00:00,1,1,2015-08-05,2,864 SIT NS Consulting - July,2015-06-29,1
60162,00:00.0,0:00:00,1,1,2015-10-28,2,865 SHE Expertise OnDemand,2015-07-02,1
60163,03:01.4,0:00:00,1,0,2016-11-22,2,866 SWD 12 month EoD 2015,2015-07-03,1
60164,02:15.5,0:00:00,1,1,2017-06-28,2,867 LOG Boomi Integration,2015-07-17,1
60165,00:28.3,0:00:00,1,1,2016-03-04,1,868 Obox EoD T&M,2015-07-21,1
60166,00:00.0,0:00:00,1,1,2015-12-14,2,869 Saba Release2 BRD & Odds-Ends,2015-07-23,1
60168,00:00.0,0:00:00,1,1,2015-07-30,2,870 Saba Blueprint Project - Expenses,2015-07-30,1
60169,02:27.0,0:00:00,1,1,2015-09-04,2,871 SIT NS Consulting - August,2015-08-04,1
60170,00:59.3,0:00:00,1,1,2015-10-06,1,872 LHH Monthly Time Entry Support,2015-08-05,1
60172,00:00.0,0:00:00,1,0,2017-11-09,1,873 CLOSED - KNB EoD - 2015-2016,2015-08-10,1
60173,00:07.1,0:00:00,1,1,2015-09-02,2,874 VAL - Issues Workflow Update,2015-08-11,1
60175,00:04.3,0:00:00,1,1,2015-08-24,1,875 PDX Phase 2 NS Implementation,2015-08-17,1
60187,02:12.5,0:00:00,1,1,2015-10-01,2,876 SIT NS Consulting - September,2015-09-01,1
60188,00:00.0,0:00:00,1,1,2017-04-25,2,877 WAP NetSuite Re-Implementation,2015-09-04,1
60190,08:19.1,0:00:00,1,1,2017-01-26,2,878 Trace3 2015-2016 NetSuite services,2015-09-08,1
60197,03:41.8,0:00:00,1,1,2016-05-16,1,879 TJINC Pre-Sales Activities (Old),2015-09-17,1
60198,00:00.3,0:00:00,1,1,2015-09-21,1,880 PDX Support,2015-09-17,1
60202,00:00.0,0:00:00,1,1,2015-10-20,2,881 SAB Go-Live Support,2015-09-24,1
60212,01:50.6,0:00:00,1,1,2015-11-02,2,882 SIT NS Consulting - October,2015-10-01,1
60213,00:00.0,0:00:00,1,1,2016-05-17,1,883 vlaTJINC Internal Project - Development Support Tracking,2015-10-02,1
60219,04:38.4,0:00:00,1,1,2016-02-11,1,884 BMT NS Blueprinting Project,2015-10-08,1
60220,09:42.7,0:00:00,1,1,2016-08-02,2,885 TMP 12-Month EOD,2015-10-13,1
60229,00:00.0,0:00:00,1,1,2016-07-25,2,886 BHR (BlueHornet) NetSuite Implementation,2015-10-21,1
60231,00:00.0,0:00:00,1,1,2016-03-19,2,887 SAB Release 1 & 2 Additional Support,2015-10-26,1
60232,05:04.5,0:00:00,1,1,2016-02-08,2,888 SAB Release 2 Implementation,2015-10-26,1
60233,00:00.0,0:00:00,1,1,2016-11-09,1,889 SCR EOD - General Support 2016,2015-10-26,1
60235,00:05.2,0:00:00,1,1,2015-10-28,2,890 Boomi Integration Error - Support,2015-10-27,1
60242,00:00.0,0:00:00,1,1,2015-12-01,2,891 SIT NS Consulting - November,2015-11-03,1
60243,00:00.0,0:00:00,1,1,2016-06-18,1,892 DWV Procurement & Items Updates,2015-11-09,1
60244,01:10.3,0:00:00,1,1,2016-03-22,1,893 GVX Expertise OnDemand,2015-11-09,1
60245,00:41.6,0:00:00,1,1,2016-01-26,2,894 RTL - Boomi Change Order,2015-11-11,1
60252,00:05.5,0:00:00,1,1,2015-11-27,1,895 Demac T&M,2015-11-17,1
60256,00:06.5,0:00:00,1,1,2015-12-02,2,896 SUN NetSuite Support,2015-11-18,1
60259,00:00.0,0:00:00,1,1,2016-09-23,2,897 SHE Phase1 - Segments,2015-11-23,1
60260,03:23.3,0:00:00,1,1,2016-03-03,1,898 ECB NetSuite Blueprinting,2015-11-23,1
60262,00:20.6,0:00:00,1,1,2016-04-05,2,899 FTL Ad Hoc NS Support,2015-11-25,1
60263,00:50.1,0:00:00,1,1,2016-01-01,2,900 SIT NS Consulting - December,2015-12-02,1
60265,01:15.4,0:00:00,1,1,2016-01-21,2,901 MED Vendor Bill Automation,2015-12-11,1
60266,00:00.0,0:00:00,1,1,2016-08-26,1,902 PYR NS Blueprinting,2015-12-11,1
60267,00:46.2,0:00:00,1,1,2016-04-08,1,903 Demac NS Professional Services,2015-12-14,1
60278,00:00.0,0:00:00,1,1,2016-01-29,2,904 SIT NS Consulting - January,2016-01-06,1
60279,02:43.3,0:00:00,1,1,2016-08-15,2,905 LOP Blueprinting Project,2016-01-06,1
60280,00:00.0,0:00:00,1,1,2017-09-21,1,906 AQT T&M Placeholder Project,2016-01-06,1
60286,05:33.6,0:00:00,1,1,2017-03-02,1,907 NPS Xinet Migration,2016-01-12,1
60295,01:00.4,0:00:00,1,1,2016-03-01,2,908 SIT NS Consulting - February,2016-02-01,1
60297,02:58.7,0:00:00,1,1,2016-08-26,2,909 SAB PS Blueprint,2016-02-03,1
60298,00:00.0,0:00:00,1,1,2016-12-01,2,910 BAL EOD 2016,2016-02-04,1
60300,00:49.7,0:00:00,1,1,2017-08-29,2,911 Oanda Support T&M project,2016-02-11,1
60304,00:00.0,0:00:00,1,1,2016-07-22,1,912 BMT NS Implementation,2016-02-12,1
60311,00:00.0,0:00:00,1,1,2016-07-27,1,913 SCC Expertise OnDemand,2016-02-23,1
60313,00:00.0,0:00:00,1,1,2016-05-05,2,914 MCX NS Implementation,2016-02-23,1
60314,00:00.0,0:00:00,1,1,2016-08-09,1,915 SCB Solution Design,2016-02-25,1
60319,00:30.8,0:00:00,1,1,2016-04-01,2,916 SIT NS Consulting - March,2016-03-01,1
60321,03:32.0,0:00:00,1,1,2016-06-09,1,917 ECB NS Implementation,2016-03-04,1
60322,00:42.3,0:00:00,1,1,2017-04-21,1,918 OBX 5 month EoD,2016-03-14,1
60323,01:19.3,0:00:00,1,1,2016-04-25,1,919 GVX Automation,2016-03-14,1
60327,05:04.3,0:00:00,1,1,2017-03-02,2,920 LOP Fixed Bid,2016-03-18,1
60328,08:00.3,0:00:00,1,1,2017-09-29,2,921 LOP T&M,2016-03-18,1
60329,00:00.0,0:00:00,1,1,2016-05-24,2,922 SAB 2016 Support,2016-03-24,1
60332,00:41.0,0:00:00,1,1,2016-04-28,2,923 CHP ChangePoint Analysis,2016-03-29,1
60333,02:29.4,0:00:00,1,1,2016-11-23,2,924 BAL NS OneWorld Upgrade,2016-03-29,1
60334,00:00.0,0:00:00,1,1,2016-05-02,2,925 SIT NS Consulting - April,2016-04-05,1
60335,02:34.5,0:00:00,1,1,2016-08-09,2,926 RTL Salesforce Integration,2016-04-06,1
60336,00:00.0,0:00:00,1,1,2016-09-27,2,927 CHG Blueprinting,2016-04-06,1
60337,00:00.0,0:00:00,1,1,2016-07-29,2,928 TMP NS Implementation,2016-04-12,1
60340,00:41.4,0:00:00,1,1,2016-11-07,2,929 VAL T&M Support,2016-04-14,1
60356,00:28.7,0:00:00,1,1,2016-07-04,2,930 PFL Sandbox Refresh,2016-04-20,1
60357,00:00.0,0:00:00,1,1,2016-04-22,1,931 ***TJINC Internal PUB Project (TEMPLATE),2016-04-22,1
60364,00:00.0,0:00:00,1,1,2016-06-16,1,932 LHH Boomi Integration Phase 3,2016-04-29,1
60375,00:35.3,0:00:00,1,1,2016-06-01,2,933 SIT NS Consulting - May 2016,2016-05-06,1
60378,00:00.0,0:00:00,1,1,2016-05-12,1,934 Givex - 2016 Support (old record),2016-05-10,1
60382,00:00.0,0:00:00,0,1,2016-05-13,1,935 TJINC TEST SIMI (Old),2016-05-13,1
60386,00:00.0,0:00:00,0,1,2017-11-13,1,936 TJINC Admin & Time Off,2016-05-17,1
60388,00:00.0,0:00:00,0,1,2017-11-11,1,937 TJINC Management Activities,2016-05-17,1
60389,02:15.2,0:00:00,0,1,2017-10-04,1,938 TJINC Development Activities,2016-05-17,1
60390,00:00.0,0:00:00,1,1,2018-07-12,1,939 TJINC Pre-Sales Activities,2016-05-17,1
60391,28:55.4,0:00:00,0,1,2017-11-10,1,940 aTJINC PMO Activities,2016-05-17,1
60392,00:00.0,0:00:00,0,1,2017-11-13,1,941 TJINC Training Activities,2016-05-17,1
60393,00:00.0,0:00:00,0,1,2017-11-13,1,942 TJINC Internal Activities,2016-05-17,1
60399,00:25.7,0:00:00,1,1,2017-11-06,2,943 CFO Solutions NetSuite & Boomi Support,2016-05-24,1
60400,00:00.0,0:00:00,1,0,2016-07-26,1,944 Givex - 2016 Support,2016-05-25,1
60403,00:00.0,0:00:00,1,1,2016-05-27,2,945 CHP ChangePoint Implementation Project,2016-05-26,1
60405,00:00.0,0:00:00,1,1,2016-07-01,2,946 SIT NS Consulting - June 2016,2016-06-02,1
60409,00:43.2,0:00:00,1,1,2016-08-26,2,947 Saba 2016 Support - V.2,2016-06-09,1
60416,00:00.0,0:00:00,1,1,2016-09-23,2,948 SHE Smoosh Button Development,2016-06-16,1
60422,00:17.3,0:00:00,1,1,2017-03-16,1,949 SOC - Support 2016,2016-06-27,1
60423,04:36.5,0:00:00,1,1,2016-12-07,1,950 DWV NetSuite Implementation,2016-06-27,1
60426,00:00.0,0:00:00,1,1,2017-10-13,1,951 ECB Phase 2 Implementation,2016-07-04,1
60434,10:20.9,0:00:00,1,1,2017-07-07,2,953 Saba PS - Implementation,2016-07-12,1
60437,02:20.8,0:00:00,1,1,2016-09-24,2,954 SIT NS Consulting July to September - 2016,2016-07-14,1
60438,01:11.7,0:00:00,1,1,2016-09-13,1,955 BOND - Blueprint,2016-07-14,1
60439,07:31.8,0:00:00,1,1,2016-12-15,2,956 Verscend - Blueprint,2016-07-15,1
60440,04:37.2,0:00:00,1,1,2016-12-05,2,957 CHP NS Blueprinting,2016-07-22,1
60441,00:00.0,0:00:00,1,0,2017-08-30,1,958 PYR Implementation Phase 1,2016-07-22,1
60442,00:00.0,0:00:00,1,0,2017-11-06,1,959 CLOSED - GVX - Australian Subsidiary Addition,2016-07-25,1
60443,00:00.0,0:00:00,1,1,2016-09-26,2,960 TMP Production Support Payroll/Valiant Integration,2016-07-28,1
60444,06:23.4,0:00:00,1,1,2016-09-23,2,961 TMP Support,2016-07-28,1
60445,10:22.9,0:00:00,1,1,2017-01-13,2,962 TMP Implementation,2016-07-28,1
60453,01:06.9,0:00:00,1,0,2018-05-17,1,963 TIFF NetSuite Support 2016/2017,2016-08-23,1
60456,00:00.0,0:00:00,1,1,2016-12-26,1,964 EXE NetSuite Blueprint,2016-08-25,1
60457,03:31.3,0:00:00,1,1,2017-04-28,1,965 BMT Expertise On Demand 2016,2016-08-25,1
60474,01:07.2,0:00:00,1,1,2016-11-14,2,966 Saba 2016 Support - V.3,2016-09-08,1
60477,00:00.0,0:00:00,1,1,2017-03-02,2,967 Algenist support SOW,2016-09-13,1
60478,00:07.0,0:00:00,1,1,2017-04-21,1,968 Demac Optimization Phase 2,2016-09-16,1
60479,05:15.4,0:00:00,1,1,2016-11-17,1,969 BOND - Phase 1,2016-09-16,1
60482,00:12.8,0:00:00,1,1,2016-11-08,2,970 SIT - EOD/Support - Consulting,2016-09-26,1
60483,04:03.6,0:00:00,1,1,2017-10-27,2,971 SIT - EOD/Support,2016-09-26,1
60486,00:00.3,0:00:00,1,1,2016-10-04,1,972 BOND - Adaptive Scoping,2016-10-04,1
60487,03:12.0,0:00:00,1,1,2016-12-23,2,973 CHG Fixed Bid Implementation,2016-10-11,1
60488,19:35.4,0:00:00,1,1,2017-07-22,2,974 CHG T&M Implementation,2016-10-11,1
60495,00:00.0,0:00:00,1,1,2016-11-03,2,975 Source Records,2016-11-03,1
60497,03:01.5,0:00:00,1,1,2017-01-30,1,976 BOND - Phase 2,2016-11-04,1
60502,01:41.9,0:00:00,1,1,2017-09-20,2,977 Fixed Asset Rework-No Charge,2016-11-21,1
60509,00:00.0,0:00:00,1,1,2016-11-30,1,978 ***TJINC NS Implementation Project (TEMPLATE),2016-11-30,1
60512,00:01.3,0:00:00,1,1,2017-01-23,2,979 Ad Hoc Daptiv Support,2016-12-05,1
60518,00:00.0,0:00:00,1,1,2017-05-05,2,980 BAL Support 2016 (Dec forward),2016-12-07,1
60519,01:07.5,0:00:00,1,1,2017-05-26,2,981 SAB - Support V.4 (2016),2016-12-08,1
60520,00:00.0,0:00:00,1,1,2016-12-09,2,982 Do Not Use - Error.,2016-12-09,1
60523,00:00.0,0:00:00,1,1,2016-12-09,1,984 Do Not Use - Error.,2016-12-09,1
60524,00:00.0,0:00:00,1,1,2016-12-13,2,985 Diego Test Template DO NOT USE,2016-12-13,1
60525,00:00.0,0:00:00,1,1,2016-12-13,2,986 Diego Test2 Template DO NOT USE,2016-12-13,1
60526,00:00.0,0:00:00,1,1,2016-12-13,2,987 Diego Test3 Template DO NOT USE,2016-12-13,1
60534,00:00.0,0:00:00,1,1,2016-12-13,2,988 VER - Implementation (DONT USE),2016-12-13,1
60535,00:00.0,0:00:00,1,1,2016-12-13,2,989 Diego Test4 Template DO NOT USE,2016-12-13,1
60536,00:00.0,0:00:00,1,1,2016-12-13,2,990 Diego Test5 Template DO NOT USE,2016-12-13,1
60537,00:00.0,0:00:00,1,1,2016-12-13,2,991 Diego Test6 Template DO NOT USE,2016-12-13,1
