idPartido,division,jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,fecha,timestamp
1953,2,35,Elche,Barakaldo,1,0,05/05/1973,105400800
1954,2,35,Cadiz,Gimnastic de Tarragona,1,1,06/05/1973,105487200
1955,2,35,Santander,Tenerife,2,1,06/05/1973,105487200
1956,2,35,Cordoba,Cultural Leonesa,2,2,06/05/1973,105487200
1957,2,35,Logrones,Hercules,1,2,06/05/1973,105487200
1958,2,35,Mestalla,Pontevedra,1,0,06/05/1973,105487200
1959,2,35,Valladolid,Rayo Vallecano,0,1,06/05/1973,105487200
1960,2,35,Sevilla,Mallorca,2,0,06/05/1973,105487200
1961,2,35,Sabadell,Murcia,3,3,06/05/1973,105487200
1962,2,35,Sant Andreu,Osasuna,3,3,06/05/1973,105487200
1963,2,36,Murcia,Logrones,1,0,12/05/1973,106005600
1964,2,36,Mallorca,Elche,2,2,12/05/1973,106005600
1965,2,36,Barakaldo,Sant Andreu,1,1,12/05/1973,106005600
1966,2,36,Gimnastic de Tarragona,Mestalla,2,0,13/05/1973,106092000
1967,2,36,Osasuna,Sabadell,1,3,13/05/1973,106092000
1968,2,36,Pontevedra,Valladolid,3,0,13/05/1973,106092000
1969,2,36,Tenerife,Cordoba,1,0,13/05/1973,106092000
1970,2,36,Rayo Vallecano,Sevilla,2,1,13/05/1973,106092000
1971,2,36,Cultural Leonesa,Cadiz,1,1,13/05/1973,106092000
1972,2,36,Hercules,Santander,5,2,13/05/1973,106092000
1973,2,37,Cordoba,Hercules,4,2,20/05/1973,106696800
1974,2,37,Mestalla,Cultural Leonesa,1,2,20/05/1973,106696800
1975,2,37,Sevilla,Pontevedra,5,2,20/05/1973,106696800
1976,2,37,Cadiz,Tenerife,0,0,20/05/1973,106696800
1977,2,37,Logrones,Sabadell,1,1,20/05/1973,106696800
1978,2,37,Valladolid,Gimnastic de Tarragona,3,0,20/05/1973,106696800
1979,2,37,Barakaldo,Osasuna,3,0,20/05/1973,106696800
1980,2,37,Santander,Murcia,0,0,20/05/1973,106696800
1981,2,37,Elche,Rayo Vallecano,0,1,20/05/1973,106696800
1982,2,37,Sant Andreu,Mallorca,0,1,20/05/1973,106696800
1983,2,38,Sabadell,Santander,3,0,27/05/1973,107301600
1984,2,38,Rayo Vallecano,Sant Andreu,4,1,27/05/1973,107301600
1985,2,38,Logrones,Osasuna,2,1,27/05/1973,107301600
1986,2,38,Hercules,Cadiz,0,1,27/05/1973,107301600
1987,2,38,Mallorca,Barakaldo,1,1,27/05/1973,107301600
1988,2,38,Murcia,Cordoba,1,0,27/05/1973,107301600
1989,2,38,Pontevedra,Elche,0,2,27/05/1973,107301600
1990,2,38,Tenerife,Mestalla,1,1,27/05/1973,107301600
1991,2,38,Gimnastic de Tarragona,Sevilla,0,1,27/05/1973,107301600
1992,2,38,Cultural Leonesa,Valladolid,2,1,27/05/1973,107301600
1993,1,1,Espanol,Murcia,3,0,01/09/1973,115682400
1994,1,1,Real Sociedad,Granada,0,2,01/09/1973,115682400
1995,1,1,Real Madrid,Castellon,0,0,01/09/1973,115682400
1996,1,1,Valencia,Oviedo,2,1,01/09/1973,115682400
1997,1,1,Celta de Vigo,Atletico de Bilbao,2,1,02/09/1973,115768800
1998,1,1,Elche,Barcelona,1,0,02/09/1973,115768800
1999,1,1,Sporting de Gijon,Atletico de Madrid,0,3,02/09/1973,115768800
2000,1,1,Las Palmas,CD Malaga,1,0,02/09/1973,115768800
2001,1,1,Santander,Zaragoza,1,1,02/09/1973,115768800
2002,1,2,Atletico de Bilbao,Espanol,1,0,08/09/1973,116287200
2003,1,2,Atletico de Madrid,Valencia,3,1,08/09/1973,116287200
2004,1,2,CD Malaga,Elche,3,1,08/09/1973,116287200
2005,1,2,Murcia,Real Sociedad,1,1,08/09/1973,116287200
2006,1,2,Barcelona,Santander,0,0,09/09/1973,116373600
2007,1,2,Castellon,Sporting de Gijon,3,2,09/09/1973,116373600
2008,1,2,Granada,Real Madrid,1,1,09/09/1973,116373600
2009,1,2,Oviedo,Las Palmas,1,0,09/09/1973,116373600
2010,1,2,Zaragoza,Celta de Vigo,2,1,09/09/1973,116373600
2011,1,3,Espanol,Zaragoza,3,1,15/09/1973,116892000
2012,1,3,Sporting de Gijon,Valencia,1,2,15/09/1973,116892000
2013,1,3,Las Palmas,Atletico de Madrid,1,0,15/09/1973,116892000
2014,1,3,Real Madrid,Murcia,1,1,15/09/1973,116892000
2015,1,3,Castellon,Granada,1,1,16/09/1973,116978400
2016,1,3,Celta de Vigo,Barcelona,2,1,16/09/1973,116978400
2017,1,3,Elche,Oviedo,1,1,16/09/1973,116978400
2018,1,3,Santander,CD Malaga,1,1,16/09/1973,116978400
2019,1,3,Real Sociedad,Atletico de Bilbao,2,1,16/09/1973,116978400
2020,1,4,CD Malaga,Celta de Vigo,1,1,22/09/1973,117496800
2021,1,4,Valencia,Las Palmas,2,0,22/09/1973,117496800
2022,1,4,Atletico de Bilbao,Real Madrid,2,1,23/09/1973,117583200
2023,1,4,Atletico de Madrid,Elche,2,1,23/09/1973,117583200
2024,1,4,Barcelona,Espanol,3,0,23/09/1973,117583200
2025,1,4,Granada,Sporting de Gijon,1,0,23/09/1973,117583200
2026,1,4,Murcia,Castellon,3,1,23/09/1973,117583200
2027,1,4,Oviedo,Santander,2,1,23/09/1973,117583200
2028,1,4,Zaragoza,Real Sociedad,0,0,23/09/1973,117583200
2029,1,5,Espanol,CD Malaga,1,1,29/09/1973,118101600
2030,1,5,Sporting de Gijon,Las Palmas,1,0,29/09/1973,118101600
2031,1,5,Granada,Murcia,1,1,29/09/1973,118101600
2032,1,5,Real Madrid,Zaragoza,4,0,29/09/1973,118101600
2033,1,5,Castellon,Atletico de Bilbao,0,0,30/09/1973,118188000
2034,1,5,Celta de Vigo,Oviedo,5,1,30/09/1973,118188000
2035,1,5,Elche,Valencia,1,0,30/09/1973,118188000
2036,1,5,Santander,Atletico de Madrid,2,1,30/09/1973,118188000
2037,1,5,Real Sociedad,Barcelona,2,1,30/09/1973,118188000
2038,1,6,Las Palmas,Elche,3,1,06/10/1973,118706400
2039,1,6,Atletico de Bilbao,Granada,1,0,07/10/1973,118792800
2040,1,6,Atletico de Madrid,Celta de Vigo,2,0,07/10/1973,118792800
2041,1,6,Barcelona,Real Madrid,0,0,07/10/1973,118792800
2042,1,6,CD Malaga,Real Sociedad,2,0,07/10/1973,118792800
2043,1,6,Murcia,Sporting de Gijon,2,1,07/10/1973,118792800
2044,1,6,Oviedo,Espanol,1,0,07/10/1973,118792800
2045,1,6,Valencia,Santander,5,2,07/10/1973,118792800
2046,1,6,Zaragoza,Castellon,3,2,07/10/1973,118792800
2047,1,7,Castellon,Barcelona,0,2,12/10/1973,119224800
2048,1,7,Celta de Vigo,Valencia,0,2,12/10/1973,119224800
2049,1,7,Espanol,Atletico de Madrid,1,0,12/10/1973,119224800
2050,1,7,Sporting de Gijon,Elche,2,0,12/10/1973,119224800
2051,1,7,Granada,Zaragoza,1,2,12/10/1973,119224800
2052,1,7,Murcia,Atletico de Bilbao,0,0,12/10/1973,119224800
2053,1,7,Santander,Las Palmas,1,0,12/10/1973,119224800
2054,1,7,Real Sociedad,Oviedo,2,0,12/10/1973,119224800
2055,1,7,Real Madrid,CD Malaga,0,0,12/10/1973,119224800
2056,1,8,Las Palmas,Celta de Vigo,1,0,27/10/1973,120520800
2057,1,8,Atletico de Bilbao,Sporting de Gijon,2,3,28/10/1973,120607200
2058,1,8,Atletico de Madrid,Real Sociedad,5,1,28/10/1973,120607200
2059,1,8,Barcelona,Granada,4,0,28/10/1973,120607200
2060,1,8,Elche,Santander,0,0,28/10/1973,120607200
2061,1,8,CD Malaga,Castellon,2,1,28/10/1973,120607200
2062,1,8,Oviedo,Real Madrid,1,1,28/10/1973,120607200
2063,1,8,Valencia,Espanol,1,0,28/10/1973,120607200
2064,1,8,Zaragoza,Murcia,0,0,28/10/1973,120607200
2065,1,9,Real Madrid,Atletico de Madrid,2,0,03/11/1973,121129200
2066,1,9,Atletico de Bilbao,Zaragoza,2,1,04/11/1973,121215600
2067,1,9,Castellon,Oviedo,2,0,04/11/1973,121215600
2068,1,9,Celta de Vigo,Elche,1,0,04/11/1973,121215600
2069,1,9,Espanol,Las Palmas,2,0,04/11/1973,121215600
2070,1,9,Sporting de Gijon,Santander,2,0,04/11/1973,121215600
2071,1,9,Granada,CD Malaga,0,0,04/11/1973,121215600
2072,1,9,Murcia,Barcelona,2,2,04/11/1973,121215600
2073,1,9,Real Sociedad,Valencia,3,2,04/11/1973,121215600
2074,1,10,Las Palmas,Real Sociedad,1,0,10/11/1973,121734000
2075,1,10,Atletico de Madrid,Castellon,0,0,11/11/1973,121820400
2076,1,10,Barcelona,Atletico de Bilbao,2,0,11/11/1973,121820400
2077,1,10,Elche,Espanol,0,0,11/11/1973,121820400
2078,1,10,CD Malaga,Murcia,1,0,11/11/1973,121820400
2079,1,10,Santander,Celta de Vigo,1,1,11/11/1973,121820400
2080,1,10,Oviedo,Granada,3,0,11/11/1973,121820400
2081,1,10,Valencia,Real Madrid,1,0,11/11/1973,121820400
2082,1,10,Zaragoza,Sporting de Gijon,3,0,11/11/1973,121820400
2083,1,11,Atletico de Bilbao,CD Malaga,1,0,18/11/1973,122425200
2084,1,11,Castellon,Valencia,0,0,18/11/1973,122425200
2085,1,11,Espanol,Santander,0,2,18/11/1973,122425200
2086,1,11,Sporting de Gijon,Celta de Vigo,2,1,18/11/1973,122425200
2087,1,11,Granada,Atletico de Madrid,1,0,18/11/1973,122425200
2088,1,11,Murcia,Oviedo,3,1,18/11/1973,122425200
2089,1,11,Real Sociedad,Elche,2,1,18/11/1973,122425200
2090,1,11,Real Madrid,Las Palmas,5,0,18/11/1973,122425200
2091,1,11,Zaragoza,Barcelona,2,2,18/11/1973,122425200
2092,1,12,Las Palmas,Castellon,2,0,01/12/1973,123548400
2093,1,12,Atletico de Madrid,Murcia,4,1,02/12/1973,123634800
2094,1,12,Barcelona,Sporting de Gijon,5,1,02/12/1973,123634800
2095,1,12,Celta de Vigo,Espanol,1,2,02/12/1973,123634800
2096,1,12,Elche,Real Madrid,1,0,02/12/1973,123634800
2097,1,12,CD Malaga,Zaragoza,0,1,02/12/1973,123634800
2098,1,12,Santander,Real Sociedad,0,0,02/12/1973,123634800
2099,1,12,Oviedo,Atletico de Bilbao,0,1,02/12/1973,123634800
2100,1,12,Valencia,Granada,1,1,02/12/1973,123634800
2101,1,13,Atletico de Bilbao,Atletico de Madrid,2,2,09/12/1973,124239600
2102,1,13,Barcelona,CD Malaga,4,0,09/12/1973,124239600
2103,1,13,Castellon,Elche,0,2,09/12/1973,124239600
2104,1,13,Sporting de Gijon,Espanol,3,0,09/12/1973,124239600
2105,1,13,Granada,Las Palmas,2,1,09/12/1973,124239600
2106,1,13,Murcia,Valencia,1,0,09/12/1973,124239600
2107,1,13,Real Sociedad,Celta de Vigo,2,1,09/12/1973,124239600
2108,1,13,Real Madrid,Santander,3,2,09/12/1973,124239600
2109,1,13,Zaragoza,Oviedo,4,2,09/12/1973,124239600
2110,1,14,Las Palmas,Murcia,3,0,15/12/1973,124758000
2111,1,14,Atletico de Madrid,Zaragoza,0,0,16/12/1973,124844400
2112,1,14,Celta de Vigo,Real Madrid,2,1,16/12/1973,124844400
2113,1,14,Elche,Granada,1,0,16/12/1973,124844400
2114,1,14,Espanol,Real Sociedad,1,0,16/12/1973,124844400
2115,1,14,CD Malaga,Sporting de Gijon,2,0,16/12/1973,124844400
2116,1,14,Santander,Castellon,1,1,16/12/1973,124844400
2117,1,14,Oviedo,Barcelona,1,3,16/12/1973,124844400
2118,1,14,Valencia,Atletico de Bilbao,0,1,16/12/1973,124844400
2119,1,15,Barcelona,Atletico de Madrid,2,1,22/12/1973,125362800
2120,1,15,Atletico de Bilbao,Las Palmas,2,1,23/12/1973,125449200
2121,1,15,Castellon,Celta de Vigo,1,1,23/12/1973,125449200
2122,1,15,Sporting de Gijon,Real Sociedad,3,1,23/12/1973,125449200
2123,1,15,Granada,Santander,2,0,23/12/1973,125449200
2124,1,15,CD Malaga,Oviedo,1,0,23/12/1973,125449200
2125,1,15,Murcia,Elche,0,1,23/12/1973,125449200
2126,1,15,Real Madrid,Espanol,2,1,23/12/1973,125449200
2127,1,15,Zaragoza,Valencia,2,1,23/12/1973,125449200
2128,1,16,Las Palmas,Zaragoza,1,0,29/12/1973,125967600
2129,1,16,Atletico de Madrid,CD Malaga,2,0,30/12/1973,126054000
2130,1,16,Celta de Vigo,Granada,1,0,30/12/1973,126054000
2131,1,16,Elche,Atletico de Bilbao,0,0,30/12/1973,126054000
2132,1,16,Espanol,Castellon,1,0,30/12/1973,126054000
2133,1,16,Sporting de Gijon,Oviedo,0,3,30/12/1973,126054000
2134,1,16,Santander,Murcia,2,0,30/12/1973,126054000
2135,1,16,Real Sociedad,Real Madrid,2,2,30/12/1973,126054000
2136,1,16,Valencia,Barcelona,0,2,30/12/1973,126054000
2137,1,17,Atletico de Bilbao,Santander,3,1,06/01/1974,126658800
2138,1,17,Barcelona,Las Palmas,3,0,06/01/1974,126658800
2139,1,17,Castellon,Real Sociedad,2,0,06/01/1974,126658800
2140,1,17,Granada,Espanol,2,0,06/01/1974,126658800
2141,1,17,CD Malaga,Valencia,1,0,06/01/1974,126658800
2142,1,17,Murcia,Celta de Vigo,2,2,06/01/1974,126658800
2143,1,17,Real Madrid,Sporting de Gijon,2,2,06/01/1974,126658800
2144,1,17,Oviedo,Atletico de Madrid,2,0,06/01/1974,126658800
2145,1,17,Zaragoza,Elche,2,1,06/01/1974,126658800
2146,1,18,Atletico de Bilbao,Celta de Vigo,2,0,13/01/1974,127263600
2147,1,18,Atletico de Madrid,Sporting de Gijon,2,0,13/01/1974,127263600
2148,1,18,Barcelona,Elche,2,0,13/01/1974,127263600
2149,1,18,Castellon,Real Madrid,2,0,13/01/1974,127263600
2150,1,18,Granada,Real Sociedad,2,1,13/01/1974,127263600
2151,1,18,CD Malaga,Las Palmas,1,0,13/01/1974,127263600
2152,1,18,Murcia,Espanol,1,0,13/01/1974,127263600
2153,1,18,Oviedo,Valencia,1,2,13/01/1974,127263600
2154,1,18,Zaragoza,Santander,5,1,13/01/1974,127263600
2155,1,19,Las Palmas,Oviedo,1,2,19/01/1974,127782000
2156,1,19,Celta de Vigo,Zaragoza,2,0,20/01/1974,127868400
2157,1,19,Elche,CD Malaga,0,1,20/01/1974,127868400
2158,1,19,Espanol,Atletico de Bilbao,2,0,20/01/1974,127868400
2159,1,19,Sporting de Gijon,Castellon,4,0,20/01/1974,127868400
2160,1,19,Santander,Barcelona,1,3,20/01/1974,127868400
2161,1,19,Real Sociedad,Murcia,2,1,20/01/1974,127868400
2162,1,19,Real Madrid,Granada,0,1,20/01/1974,127868400
2163,1,19,Valencia,Atletico de Madrid,0,1,20/01/1974,127868400
2164,1,20,Atletico de Bilbao,Real Sociedad,1,2,27/01/1974,128473200
2165,1,20,Atletico de Madrid,Las Palmas,3,1,27/01/1974,128473200
2166,1,20,Barcelona,Celta de Vigo,5,2,27/01/1974,128473200
2167,1,20,Granada,Castellon,2,0,27/01/1974,128473200
2168,1,20,CD Malaga,Santander,3,0,27/01/1974,128473200
2169,1,20,Murcia,Real Madrid,0,1,27/01/1974,128473200
2170,1,20,Oviedo,Elche,1,0,27/01/1974,128473200
2171,1,20,Valencia,Sporting de Gijon,6,1,27/01/1974,128473200
2172,1,20,Zaragoza,Espanol,3,1,27/01/1974,128473200
2173,1,21,Las Palmas,Valencia,0,0,02/02/1974,128991600
2174,1,21,Castellon,Murcia,1,0,03/02/1974,129078000
2175,1,21,Celta de Vigo,CD Malaga,5,1,03/02/1974,129078000
2176,1,21,Elche,Atletico de Madrid,0,0,03/02/1974,129078000
2177,1,21,Espanol,Barcelona,0,0,03/02/1974,129078000
2178,1,21,Sporting de Gijon,Granada,4,0,03/02/1974,129078000
2179,1,21,Santander,Oviedo,2,0,03/02/1974,129078000
2180,1,21,Real Sociedad,Zaragoza,2,0,03/02/1974,129078000
2181,1,21,Real Madrid,Atletico de Bilbao,1,0,03/02/1974,129078000
2182,1,22,Castellon,Zaragoza,2,1,17/02/1974,130287600
2183,1,22,Celta de Vigo,Atletico de Madrid,1,3,17/02/1974,130287600
2184,1,22,Elche,Las Palmas,1,0,17/02/1974,130287600
2185,1,22,Espanol,Oviedo,2,0,17/02/1974,130287600
2186,1,22,Sporting de Gijon,Murcia,2,1,17/02/1974,130287600
2187,1,22,Granada,Atletico de Bilbao,0,0,17/02/1974,130287600
2188,1,22,Santander,Valencia,0,1,17/02/1974,130287600
2189,1,22,Real Sociedad,CD Malaga,1,1,17/02/1974,130287600
2190,1,22,Real Madrid,Barcelona,0,5,17/02/1974,130287600
2191,1,23,Atletico de Madrid,Santander,2,1,24/02/1974,130892400
2192,1,23,Murcia,Granada,0,0,24/02/1974,130892400
2193,1,23,CD Malaga,Espanol,1,1,26/02/1974,131065200
2194,1,23,Atletico de Bilbao,Castellon,2,0,27/02/1974,131151600
2195,1,23,Barcelona,Real Sociedad,4,1,27/02/1974,131151600
2196,1,23,Las Palmas,Sporting de Gijon,1,0,27/02/1974,131151600
2197,1,23,Oviedo,Celta de Vigo,1,1,27/02/1974,131151600
2198,1,23,Valencia,Elche,2,0,27/02/1974,131151600
2199,1,23,Zaragoza,Real Madrid,2,1,28/02/1974,131238000
2200,1,24,Atletico de Madrid,Espanol,5,1,02/03/1974,131410800
2201,1,24,Las Palmas,Santander,2,0,02/03/1974,131410800
2202,1,24,Atletico de Bilbao,Murcia,3,0,03/03/1974,131497200
2203,1,24,Barcelona,Castellon,5,0,03/03/1974,131497200
2204,1,24,Elche,Sporting de Gijon,1,0,03/03/1974,131497200
2205,1,24,CD Malaga,Real Madrid,1,0,03/03/1974,131497200
2206,1,24,Oviedo,Real Sociedad,0,2,03/03/1974,131497200
2207,1,24,Valencia,Celta de Vigo,0,0,03/03/1974,131497200
2208,1,24,Zaragoza,Granada,1,0,03/03/1974,131497200
2209,1,25,Castellon,CD Malaga,1,0,10/03/1974,132102000
2210,1,25,Celta de Vigo,Las Palmas,3,1,10/03/1974,132102000
2211,1,25,Espanol,Valencia,1,0,10/03/1974,132102000
2212,1,25,Sporting de Gijon,Atletico de Bilbao,2,0,10/03/1974,132102000
2213,1,25,Granada,Barcelona,1,1,10/03/1974,132102000
2214,1,25,Murcia,Zaragoza,1,0,10/03/1974,132102000
2215,1,25,Santander,Elche,2,1,10/03/1974,132102000
2216,1,25,Real Sociedad,Atletico de Madrid,0,0,10/03/1974,132102000
2217,1,25,Real Madrid,Oviedo,2,0,10/03/1974,132102000
2218,1,26,Las Palmas,Espanol,1,1,16/03/1974,132620400
2219,1,26,Atletico de Madrid,Real Madrid,0,2,17/03/1974,132706800
2220,1,26,Barcelona,Murcia,1,0,17/03/1974,132706800
2221,1,26,Elche,Celta de Vigo,2,0,17/03/1974,132706800
2222,1,26,CD Malaga,Granada,1,1,17/03/1974,132706800
2223,1,26,Santander,Sporting de Gijon,3,3,17/03/1974,132706800
2224,1,26,Oviedo,Castellon,0,0,17/03/1974,132706800
2225,1,26,Valencia,Real Sociedad,1,2,17/03/1974,132706800
2226,1,26,Zaragoza,Atletico de Bilbao,3,0,17/03/1974,132706800
2227,1,27,Atletico de Bilbao,Barcelona,0,0,24/03/1974,133311600
2228,1,27,Castellon,Atletico de Madrid,1,1,24/03/1974,133311600
2229,1,27,Celta de Vigo,Santander,1,0,24/03/1974,133311600
2230,1,27,Espanol,Elche,1,1,24/03/1974,133311600
2231,1,27,Sporting de Gijon,Zaragoza,2,2,24/03/1974,133311600
2232,1,27,Granada,Oviedo,3,0,24/03/1974,133311600
2233,1,27,Murcia,CD Malaga,0,0,24/03/1974,133311600
2234,1,27,Real Sociedad,Las Palmas,0,0,24/03/1974,133311600
2235,1,27,Real Madrid,Valencia,2,1,24/03/1974,133311600
2236,1,28,Valencia,Castellon,3,0,30/03/1974,133830000
2237,1,28,Atletico de Madrid,Granada,2,1,31/03/1974,133916400
2238,1,28,Barcelona,Zaragoza,2,0,31/03/1974,133916400
2239,1,28,Celta de Vigo,Sporting de Gijon,1,0,31/03/1974,133916400
2240,1,28,Elche,Real Sociedad,1,2,31/03/1974,133916400
2241,1,28,Las Palmas,Real Madrid,1,0,31/03/1974,133916400
2242,1,28,CD Malaga,Atletico de Bilbao,1,0,31/03/1974,133916400
2243,1,28,Santander,Espanol,1,1,31/03/1974,133916400
2244,1,28,Oviedo,Murcia,0,1,31/03/1974,133916400
2245,1,29,Murcia,Atletico de Madrid,1,0,06/04/1974,134431200
2246,1,29,Atletico de Bilbao,Oviedo,2,0,07/04/1974,134517600
2247,1,29,Castellon,Las Palmas,1,1,07/04/1974,134517600
2248,1,29,Espanol,Celta de Vigo,1,0,07/04/1974,134517600
2249,1,29,Sporting de Gijon,Barcelona,2,4,07/04/1974,134517600
2250,1,29,Granada,Valencia,2,2,07/04/1974,134517600
2251,1,29,Real Sociedad,Santander,4,1,07/04/1974,134517600
2252,1,29,Real Madrid,Elche,1,0,07/04/1974,134517600
2253,1,29,Zaragoza,CD Malaga,3,1,07/04/1974,134517600
2254,1,30,Espanol,Sporting de Gijon,3,0,13/04/1974,135036000
2255,1,30,Las Palmas,Granada,1,1,13/04/1974,135036000
2256,1,30,Valencia,Murcia,1,0,13/04/1974,135036000
2257,1,30,Atletico de Madrid,Atletico de Bilbao,1,0,14/04/1974,135122400
2258,1,30,Celta de Vigo,Real Sociedad,3,0,14/04/1974,135122400
2259,1,30,Elche,Castellon,1,0,14/04/1974,135122400
2260,1,30,CD Malaga,Barcelona,0,0,14/04/1974,135122400
2261,1,30,Santander,Real Madrid,2,1,14/04/1974,135122400
2262,1,30,Oviedo,Zaragoza,1,0,14/04/1974,135122400
2263,1,31,Real Sociedad,Espanol,3,0,20/04/1974,135640800
2264,1,31,Zaragoza,Atletico de Madrid,4,0,20/04/1974,135640800
2265,1,31,Atletico de Bilbao,Valencia,1,0,21/04/1974,135727200
2266,1,31,Barcelona,Oviedo,6,2,21/04/1974,135727200
2267,1,31,Castellon,Santander,1,1,21/04/1974,135727200
2268,1,31,Sporting de Gijon,CD Malaga,1,0,21/04/1974,135727200
2269,1,31,Granada,Elche,2,1,21/04/1974,135727200
2270,1,31,Murcia,Las Palmas,0,1,21/04/1974,135727200
2271,1,31,Real Madrid,Celta de Vigo,6,1,21/04/1974,135727200
2272,1,32,Espanol,Real Madrid,1,0,27/04/1974,136245600
2273,1,32,Las Palmas,Atletico de Bilbao,1,0,27/04/1974,136245600
2274,1,32,Real Sociedad,Sporting de Gijon,2,1,27/04/1974,136245600
2275,1,32,Valencia,Zaragoza,0,0,27/04/1974,136245600
2276,1,32,Atletico de Madrid,Barcelona,2,0,28/04/1974,136332000
2277,1,32,Celta de Vigo,Castellon,0,1,28/04/1974,136332000
2278,1,32,Elche,Murcia,1,0,28/04/1974,136332000
2279,1,32,Santander,Granada,2,0,28/04/1974,136332000
2280,1,32,Oviedo,CD Malaga,1,1,28/04/1974,136332000
2281,1,33,Atletico de Bilbao,Elche,2,1,04/05/1974,136850400
2282,1,33,Barcelona,Valencia,1,0,05/05/1974,136936800
2283,1,33,Castellon,Espanol,3,2,05/05/1974,136936800
2284,1,33,Granada,Celta de Vigo,2,1,05/05/1974,136936800
2285,1,33,CD Malaga,Atletico de Madrid,1,2,05/05/1974,136936800
2286,1,33,Murcia,Santander,2,0,05/05/1974,136936800
2287,1,33,Real Madrid,Real Sociedad,3,1,05/05/1974,136936800
2288,1,33,Oviedo,Sporting de Gijon,0,0,05/05/1974,136936800
2289,1,33,Zaragoza,Las Palmas,2,0,05/05/1974,136936800
2290,1,34,Espanol,Granada,1,1,11/05/1974,137455200
2291,1,34,Las Palmas,Barcelona,1,0,11/05/1974,137455200
2292,1,34,Valencia,CD Malaga,2,2,11/05/1974,137455200
2293,1,34,Celta de Vigo,Murcia,0,2,12/05/1974,137541600
2294,1,34,Elche,Zaragoza,1,1,12/05/1974,137541600
2295,1,34,Sporting de Gijon,Real Madrid,4,3,12/05/1974,137541600
2296,1,34,Santander,Atletico de Bilbao,2,2,12/05/1974,137541600
2297,1,34,Real Sociedad,Castellon,3,1,12/05/1974,137541600
2298,1,34,Atletico de Madrid,Oviedo,1,0,20/05/1974,138232800
2299,2,1,Sevilla,Levante,2,0,01/09/1973,115682400
2300,2,1,Linares CF,Betis,0,1,01/09/1973,115682400
2301,2,1,Tenerife,Cadiz,3,0,01/09/1973,115682400
2302,2,1,Osasuna,Sabadell,1,1,02/09/1973,115768800
2303,2,1,Rayo Vallecano,Burgos,2,0,02/09/1973,115768800
2304,2,1,Mallorca,Salamanca,0,1,02/09/1973,115768800
2305,2,1,Cordoba,Deportivo,2,0,02/09/1973,115768800
2306,2,1,Valladolid,Hercules,3,1,02/09/1973,115768800
2307,2,1,Barakaldo,Ourense,2,1,02/09/1973,115768800
2308,2,1,Sant Andreu,Gimnastic de Tarragona,2,1,02/09/1973,115768800
2309,2,2,Betis,Sant Andreu,1,1,08/09/1973,116287200
2310,2,2,Levante,Linares CF,1,0,08/09/1973,116287200
2311,2,2,Hercules,Tenerife,3,1,08/09/1973,116287200
2312,2,2,Gimnastic de Tarragona,Mallorca,1,1,09/09/1973,116373600
2313,2,2,Cadiz,Sevilla,3,0,09/09/1973,116373600
2314,2,2,Salamanca,Rayo Vallecano,1,0,09/09/1973,116373600
2315,2,2,Ourense,Cordoba,2,1,09/09/1973,116373600
2316,2,2,Burgos,Barakaldo,1,1,09/09/1973,116373600
2317,2,2,Deportivo,Osasuna,1,1,09/09/1973,116373600
2318,2,2,Sabadell,Valladolid,4,3,09/09/1973,116373600
2319,2,3,Tenerife,Sabadell,1,0,15/09/1973,116892000
2320,2,3,Levante,Cadiz,0,1,15/09/1973,116892000
2321,2,3,Sevilla,Hercules,4,2,15/09/1973,116892000
2322,2,3,Valladolid,Deportivo,2,0,16/09/1973,116978400
2323,2,3,Barakaldo,Salamanca,1,0,16/09/1973,116978400
2324,2,3,Mallorca,Betis,1,1,16/09/1973,116978400
2325,2,3,Osasuna,Ourense,2,1,16/09/1973,116978400
2326,2,3,Cordoba,Burgos,4,2,16/09/1973,116978400
2327,2,3,Rayo Vallecano,Gimnastic de Tarragona,1,1,16/09/1973,116978400
2328,2,3,Linares CF,Sant Andreu,1,1,16/09/1973,116978400
2329,2,4,Deportivo,Tenerife,0,2,23/09/1973,117583200
2330,2,4,Gimnastic de Tarragona,Barakaldo,2,1,23/09/1973,117583200
2331,2,4,Betis,Rayo Vallecano,5,1,23/09/1973,117583200
2332,2,4,Ourense,Valladolid,1,0,23/09/1973,117583200
2333,2,4,Cadiz,Linares CF,3,1,23/09/1973,117583200
2334,2,4,Salamanca,Cordoba,4,1,23/09/1973,117583200
2335,2,4,Hercules,Levante,1,0,23/09/1973,117583200
2336,2,4,Burgos,Osasuna,1,0,23/09/1973,117583200
2337,2,4,Sant Andreu,Mallorca,1,0,23/09/1973,117583200
2338,2,4,Sabadell,Sevilla,1,1,23/09/1973,117583200
2339,2,5,Tenerife,Ourense,3,1,29/09/1973,118101600
2340,2,5,Levante,Sabadell,1,0,30/09/1973,118188000
2341,2,5,Linares CF,Mallorca,2,1,30/09/1973,118188000
2342,2,5,Barakaldo,Betis,0,0,30/09/1973,118188000
2343,2,5,Cordoba,Gimnastic de Tarragona,1,0,30/09/1973,118188000
2344,2,5,Sevilla,Deportivo,1,0,30/09/1973,118188000
2345,2,5,Valladolid,Burgos,3,1,30/09/1973,118188000
2346,2,5,Osasuna,Salamanca,2,1,30/09/1973,118188000
2347,2,5,Cadiz,Hercules,1,0,30/09/1973,118188000
