idPartido,division,jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,fecha,timestamp
1,1,1,Atletico de Bilbao,Barcelona,1,1,12/09/1970,21938400
2,1,1,Las Palmas,Atletico de Madrid,1,1,12/09/1970,21938400
3,1,1,Real Madrid,Valencia,2,0,12/09/1970,21938400
4,1,1,Celta de Vigo,Sporting de Gijon,2,0,13/09/1970,22024800
5,1,1,Elche,Granada,1,1,13/09/1970,22024800
6,1,1,Espanol,Sevilla,0,1,13/09/1970,22024800
7,1,1,Sabadell,Real Sociedad,0,0,13/09/1970,22024800
8,1,1,Zaragoza,CD Malaga,0,0,13/09/1970,22024800
9,1,2,Valencia,Las Palmas,5,1,19/09/1970,22543200
10,1,2,Atletico de Madrid,Atletico de Bilbao,2,0,20/09/1970,22629600
11,1,2,Barcelona,Zaragoza,5,2,20/09/1970,22629600
12,1,2,Sporting de Gijon,Sabadell,3,2,20/09/1970,22629600
13,1,2,Granada,Espanol,1,0,20/09/1970,22629600
14,1,2,CD Malaga,Celta de Vigo,2,1,20/09/1970,22629600
15,1,2,Real Sociedad,Elche,2,0,20/09/1970,22629600
16,1,2,Sevilla,Real Madrid,3,1,20/09/1970,22629600
17,1,3,Las Palmas,Atletico de Bilbao,1,1,26/09/1970,23148000
18,1,3,Real Madrid,Granada,3,2,26/09/1970,23148000
19,1,3,Valencia,Sevilla,0,1,26/09/1970,23148000
20,1,3,Celta de Vigo,Barcelona,1,1,27/09/1970,23234400
21,1,3,Elche,Sporting de Gijon,5,0,27/09/1970,23234400
22,1,3,Espanol,Real Sociedad,0,0,27/09/1970,23234400
23,1,3,Sabadell,CD Malaga,5,2,27/09/1970,23234400
24,1,3,Zaragoza,Atletico de Madrid,0,1,27/09/1970,23234400
25,1,4,Atletico de Bilbao,Zaragoza,3,0,04/10/1970,23839200
26,1,4,Atletico de Madrid,Celta de Vigo,3,1,04/10/1970,23839200
27,1,4,Barcelona,Sabadell,4,1,04/10/1970,23839200
28,1,4,Sporting de Gijon,Espanol,0,1,04/10/1970,23839200
29,1,4,Granada,Valencia,2,2,04/10/1970,23839200
30,1,4,Las Palmas,Sevilla,0,0,04/10/1970,23839200
31,1,4,CD Malaga,Elche,1,0,04/10/1970,23839200
32,1,4,Real Sociedad,Real Madrid,0,0,04/10/1970,23839200
33,1,5,Celta de Vigo,Atletico de Bilbao,2,1,11/10/1970,24444000
34,1,5,Elche,Barcelona,0,1,11/10/1970,24444000
35,1,5,Espanol,CD Malaga,1,1,11/10/1970,24444000
36,1,5,Real Madrid,Sporting de Gijon,1,1,11/10/1970,24444000
37,1,5,Sabadell,Atletico de Madrid,0,2,11/10/1970,24444000
38,1,5,Sevilla,Granada,1,0,11/10/1970,24444000
39,1,5,Valencia,Real Sociedad,0,0,11/10/1970,24444000
40,1,5,Zaragoza,Las Palmas,1,1,11/10/1970,24444000
41,1,6,Atletico de Bilbao,Sabadell,1,0,17/10/1970,24962400
42,1,6,Atletico de Madrid,Elche,3,1,17/10/1970,24962400
43,1,6,Barcelona,Espanol,3,0,17/10/1970,24962400
44,1,6,Sporting de Gijon,Valencia,0,1,17/10/1970,24962400
45,1,6,Granada,Las Palmas,1,0,18/10/1970,25048800
46,1,6,CD Malaga,Real Madrid,0,2,18/10/1970,25048800
47,1,6,Real Sociedad,Sevilla,1,0,18/10/1970,25048800
48,1,6,Zaragoza,Celta de Vigo,0,0,18/10/1970,25048800
49,1,7,Elche,Atletico de Bilbao,1,1,25/10/1970,25653600
50,1,7,Espanol,Atletico de Madrid,0,0,25/10/1970,25653600
51,1,7,Granada,Real Sociedad,2,0,25/10/1970,25653600
52,1,7,Las Palmas,Celta de Vigo,1,2,25/10/1970,25653600
53,1,7,Real Madrid,Barcelona,0,1,25/10/1970,25653600
54,1,7,Sabadell,Zaragoza,2,1,25/10/1970,25653600
55,1,7,Sevilla,Sporting de Gijon,1,1,25/10/1970,25653600
56,1,7,Valencia,CD Malaga,1,0,25/10/1970,25653600
57,1,8,Barcelona,Valencia,0,2,31/10/1970,26175600
58,1,8,Atletico de Bilbao,Espanol,2,0,01/11/1970,26262000
59,1,8,Atletico de Madrid,Real Madrid,2,2,01/11/1970,26262000
60,1,8,Celta de Vigo,Sabadell,1,0,01/11/1970,26262000
61,1,8,Sporting de Gijon,Granada,3,2,01/11/1970,26262000
62,1,8,Las Palmas,Real Sociedad,4,2,01/11/1970,26262000
63,1,8,CD Malaga,Sevilla,1,1,01/11/1970,26262000
64,1,8,Zaragoza,Elche,1,1,01/11/1970,26262000
65,1,9,Elche,Celta de Vigo,1,1,15/11/1970,27471600
66,1,9,Espanol,Zaragoza,0,0,15/11/1970,27471600
67,1,9,Granada,CD Malaga,1,1,15/11/1970,27471600
68,1,9,Real Sociedad,Sporting de Gijon,3,1,15/11/1970,27471600
69,1,9,Real Madrid,Atletico de Bilbao,1,2,15/11/1970,27471600
70,1,9,Sabadell,Las Palmas,0,0,15/11/1970,27471600
71,1,9,Sevilla,Barcelona,0,1,15/11/1970,27471600
72,1,9,Valencia,Atletico de Madrid,1,0,15/11/1970,27471600
73,1,10,Atletico de Bilbao,Valencia,0,0,22/11/1970,28076400
74,1,10,Atletico de Madrid,Sevilla,4,1,22/11/1970,28076400
75,1,10,Barcelona,Granada,2,1,22/11/1970,28076400
76,1,10,Celta de Vigo,Espanol,1,0,22/11/1970,28076400
77,1,10,Las Palmas,Sporting de Gijon,1,2,22/11/1970,28076400
78,1,10,CD Malaga,Real Sociedad,0,0,22/11/1970,28076400
79,1,10,Sabadell,Elche,1,0,22/11/1970,28076400
80,1,10,Zaragoza,Real Madrid,0,5,22/11/1970,28076400
81,1,11,Espanol,Sabadell,3,1,29/11/1970,28681200
82,1,11,Sporting de Gijon,CD Malaga,3,0,29/11/1970,28681200
83,1,11,Granada,Atletico de Madrid,0,0,29/11/1970,28681200
84,1,11,Las Palmas,Elche,2,2,29/11/1970,28681200
85,1,11,Real Sociedad,Barcelona,1,0,29/11/1970,28681200
86,1,11,Real Madrid,Celta de Vigo,4,0,29/11/1970,28681200
87,1,11,Sevilla,Atletico de Bilbao,3,2,29/11/1970,28681200
88,1,11,Valencia,Zaragoza,2,0,29/11/1970,28681200
89,1,12,Atletico de Bilbao,Granada,3,0,06/12/1970,29286000
90,1,12,Atletico de Madrid,Real Sociedad,1,0,06/12/1970,29286000
91,1,12,Barcelona,Sporting de Gijon,2,0,06/12/1970,29286000
92,1,12,Celta de Vigo,Valencia,1,0,06/12/1970,29286000
93,1,12,Elche,Espanol,1,1,06/12/1970,29286000
94,1,12,CD Malaga,Las Palmas,1,1,06/12/1970,29286000
95,1,12,Sabadell,Real Madrid,1,1,06/12/1970,29286000
96,1,12,Zaragoza,Sevilla,4,1,06/12/1970,29286000
97,1,13,Espanol,Las Palmas,2,1,13/12/1970,29890800
98,1,13,Sporting de Gijon,Atletico de Madrid,1,1,13/12/1970,29890800
99,1,13,Granada,Zaragoza,3,0,13/12/1970,29890800
100,1,13,CD Malaga,Barcelona,0,1,13/12/1970,29890800
101,1,13,Real Sociedad,Atletico de Bilbao,2,1,13/12/1970,29890800
102,1,13,Real Madrid,Elche,1,1,13/12/1970,29890800
103,1,13,Sevilla,Celta de Vigo,2,1,13/12/1970,29890800
104,1,13,Valencia,Sabadell,2,1,13/12/1970,29890800
105,1,14,Atletico de Bilbao,Sporting de Gijon,3,0,20/12/1970,30495600
106,1,14,Atletico de Madrid,CD Malaga,2,1,20/12/1970,30495600
107,1,14,Celta de Vigo,Granada,2,0,20/12/1970,30495600
108,1,14,Elche,Valencia,1,3,20/12/1970,30495600
109,1,14,Espanol,Real Madrid,0,1,20/12/1970,30495600
110,1,14,Las Palmas,Barcelona,3,2,20/12/1970,30495600
111,1,14,Sabadell,Sevilla,2,1,20/12/1970,30495600
112,1,14,Zaragoza,Real Sociedad,1,0,20/12/1970,30495600
113,1,15,Barcelona,Atletico de Madrid,2,0,27/12/1970,31100400
114,1,15,Sporting de Gijon,Zaragoza,1,1,27/12/1970,31100400
115,1,15,Granada,Sabadell,3,1,27/12/1970,31100400
116,1,15,CD Malaga,Atletico de Bilbao,3,3,27/12/1970,31100400
117,1,15,Real Sociedad,Celta de Vigo,1,3,27/12/1970,31100400
118,1,15,Real Madrid,Las Palmas,4,2,27/12/1970,31100400
119,1,15,Sevilla,Elche,2,1,27/12/1970,31100400
120,1,15,Valencia,Espanol,2,1,27/12/1970,31100400
121,1,16,Atletico de Madrid,Las Palmas,2,1,03/01/1971,31705200
122,1,16,Barcelona,Atletico de Bilbao,0,1,03/01/1971,31705200
123,1,16,Sporting de Gijon,Celta de Vigo,4,0,03/01/1971,31705200
124,1,16,Granada,Elche,3,1,03/01/1971,31705200
125,1,16,CD Malaga,Zaragoza,1,0,03/01/1971,31705200
126,1,16,Real Sociedad,Sabadell,2,0,03/01/1971,31705200
127,1,16,Sevilla,Espanol,1,0,03/01/1971,31705200
128,1,16,Valencia,Real Madrid,1,0,03/01/1971,31705200
129,1,17,Atletico de Bilbao,Atletico de Madrid,1,0,10/01/1971,32310000
130,1,17,Celta de Vigo,CD Malaga,0,0,10/01/1971,32310000
131,1,17,Elche,Real Sociedad,1,2,10/01/1971,32310000
132,1,17,Espanol,Granada,1,0,10/01/1971,32310000
133,1,17,Las Palmas,Valencia,0,0,10/01/1971,32310000
134,1,17,Real Madrid,Sevilla,4,0,10/01/1971,32310000
135,1,17,Sabadell,Sporting de Gijon,2,1,10/01/1971,32310000
136,1,17,Zaragoza,Barcelona,1,2,10/01/1971,32310000
137,1,18,Atletico de Bilbao,Las Palmas,1,0,17/01/1971,32914800
138,1,18,Atletico de Madrid,Zaragoza,3,0,17/01/1971,32914800
139,1,18,Barcelona,Celta de Vigo,2,1,17/01/1971,32914800
140,1,18,Sporting de Gijon,Elche,3,1,17/01/1971,32914800
141,1,18,Granada,Real Madrid,2,0,17/01/1971,32914800
142,1,18,CD Malaga,Sabadell,1,0,17/01/1971,32914800
143,1,18,Real Sociedad,Espanol,1,0,17/01/1971,32914800
144,1,18,Sevilla,Valencia,2,2,17/01/1971,32914800
145,1,19,Celta de Vigo,Atletico de Madrid,3,2,24/01/1971,33519600
146,1,19,Elche,CD Malaga,1,1,24/01/1971,33519600
147,1,19,Espanol,Sporting de Gijon,2,0,24/01/1971,33519600
148,1,19,Real Madrid,Real Sociedad,1,0,24/01/1971,33519600
149,1,19,Sabadell,Barcelona,2,1,24/01/1971,33519600
150,1,19,Sevilla,Las Palmas,3,1,24/01/1971,33519600
151,1,19,Valencia,Granada,2,1,24/01/1971,33519600
152,1,19,Zaragoza,Atletico de Bilbao,1,2,24/01/1971,33519600
153,1,20,Atletico de Bilbao,Celta de Vigo,2,0,31/01/1971,34124400
154,1,20,Atletico de Madrid,Sabadell,4,1,31/01/1971,34124400
155,1,20,Barcelona,Elche,0,0,31/01/1971,34124400
156,1,20,Sporting de Gijon,Real Madrid,0,1,31/01/1971,34124400
157,1,20,Granada,Sevilla,0,0,31/01/1971,34124400
158,1,20,Las Palmas,Zaragoza,4,0,31/01/1971,34124400
159,1,20,CD Malaga,Espanol,0,0,31/01/1971,34124400
160,1,20,Real Sociedad,Valencia,0,0,31/01/1971,34124400
161,1,21,Celta de Vigo,Zaragoza,2,0,07/02/1971,34729200
162,1,21,Elche,Atletico de Madrid,0,4,07/02/1971,34729200
163,1,21,Espanol,Barcelona,0,1,07/02/1971,34729200
164,1,21,Las Palmas,Granada,2,0,07/02/1971,34729200
165,1,21,Real Madrid,CD Malaga,2,2,07/02/1971,34729200
166,1,21,Sabadell,Atletico de Bilbao,1,0,07/02/1971,34729200
167,1,21,Sevilla,Real Sociedad,1,0,07/02/1971,34729200
168,1,21,Valencia,Sporting de Gijon,1,0,07/02/1971,34729200
169,1,22,Atletico de Bilbao,Elche,2,0,14/02/1971,35334000
170,1,22,Atletico de Madrid,Espanol,3,0,14/02/1971,35334000
171,1,22,Barcelona,Real Madrid,0,1,14/02/1971,35334000
172,1,22,Celta de Vigo,Las Palmas,1,0,14/02/1971,35334000
173,1,22,Sporting de Gijon,Sevilla,4,0,14/02/1971,35334000
174,1,22,CD Malaga,Valencia,0,1,14/02/1971,35334000
175,1,22,Real Sociedad,Granada,1,1,14/02/1971,35334000
176,1,22,Zaragoza,Sabadell,3,1,14/02/1971,35334000
177,1,23,Elche,Zaragoza,2,1,28/02/1971,36543600
178,1,23,Espanol,Atletico de Bilbao,1,0,28/02/1971,36543600
179,1,23,Granada,Sporting de Gijon,3,0,28/02/1971,36543600
180,1,23,Real Sociedad,Las Palmas,1,0,28/02/1971,36543600
181,1,23,Real Madrid,Atletico de Madrid,1,0,28/02/1971,36543600
182,1,23,Sabadell,Celta de Vigo,3,2,28/02/1971,36543600
183,1,23,Sevilla,CD Malaga,1,0,28/02/1971,36543600
184,1,23,Valencia,Barcelona,1,1,28/02/1971,36543600
185,1,24,Atletico de Madrid,Valencia,3,0,06/03/1971,37062000
186,1,24,Atletico de Bilbao,Real Madrid,0,1,07/03/1971,37148400
187,1,24,Barcelona,Sevilla,5,2,07/03/1971,37148400
188,1,24,Celta de Vigo,Elche,3,0,07/03/1971,37148400
189,1,24,Sporting de Gijon,Real Sociedad,2,0,07/03/1971,37148400
190,1,24,Las Palmas,Sabadell,5,0,07/03/1971,37148400
191,1,24,CD Malaga,Granada,1,0,07/03/1971,37148400
192,1,24,Zaragoza,Espanol,2,2,07/03/1971,37148400
193,1,25,Elche,Sabadell,0,0,14/03/1971,37753200
194,1,25,Espanol,Celta de Vigo,0,1,14/03/1971,37753200
195,1,25,Sporting de Gijon,Las Palmas,2,0,14/03/1971,37753200
196,1,25,Granada,Barcelona,0,2,14/03/1971,37753200
197,1,25,Real Sociedad,CD Malaga,1,2,14/03/1971,37753200
198,1,25,Real Madrid,Zaragoza,2,1,14/03/1971,37753200
199,1,25,Sevilla,Atletico de Madrid,1,1,14/03/1971,37753200
200,1,25,Valencia,Atletico de Bilbao,4,0,14/03/1971,37753200
201,1,26,Atletico de Madrid,Granada,3,0,20/03/1971,38271600
202,1,26,Atletico de Bilbao,Sevilla,1,0,21/03/1971,38358000
203,1,26,Barcelona,Real Sociedad,4,0,21/03/1971,38358000
204,1,26,Celta de Vigo,Real Madrid,2,0,21/03/1971,38358000
205,1,26,Elche,Las Palmas,2,0,21/03/1971,38358000
206,1,26,CD Malaga,Sporting de Gijon,3,0,21/03/1971,38358000
207,1,26,Sabadell,Espanol,0,0,21/03/1971,38358000
208,1,26,Zaragoza,Valencia,0,2,21/03/1971,38358000
209,1,27,Espanol,Elche,2,0,28/03/1971,38962800
210,1,27,Sporting de Gijon,Barcelona,0,2,28/03/1971,38962800
211,1,27,Granada,Atletico de Bilbao,2,2,28/03/1971,38962800
212,1,27,Las Palmas,CD Malaga,1,2,28/03/1971,38962800
213,1,27,Real Sociedad,Atletico de Madrid,0,1,28/03/1971,38962800
214,1,27,Real Madrid,Sabadell,3,1,28/03/1971,38962800
215,1,27,Sevilla,Zaragoza,4,2,28/03/1971,38962800
216,1,27,Valencia,Celta de Vigo,2,1,28/03/1971,38962800
217,1,28,Atletico de Bilbao,Real Sociedad,1,1,04/04/1971,39564000
218,1,28,Atletico de Madrid,Sporting de Gijon,2,0,04/04/1971,39564000
219,1,28,Barcelona,CD Malaga,1,0,04/04/1971,39564000
220,1,28,Celta de Vigo,Sevilla,2,0,04/04/1971,39564000
221,1,28,Elche,Real Madrid,0,1,04/04/1971,39564000
222,1,28,Las Palmas,Espanol,0,0,04/04/1971,39564000
223,1,28,Sabadell,Valencia,0,1,04/04/1971,39564000
224,1,28,Zaragoza,Granada,0,0,04/04/1971,39564000
225,1,29,CD Malaga,Atletico de Madrid,0,0,10/04/1971,40082400
226,1,29,Real Madrid,Espanol,1,0,10/04/1971,40082400
227,1,29,Sporting de Gijon,Atletico de Bilbao,3,1,11/04/1971,40168800
228,1,29,Granada,Celta de Vigo,1,0,11/04/1971,40168800
229,1,29,Real Sociedad,Zaragoza,2,0,11/04/1971,40168800
230,1,29,Sevilla,Sabadell,1,0,11/04/1971,40168800
231,1,29,Valencia,Elche,3,0,11/04/1971,40168800
232,1,29,Barcelona,Las Palmas,2,0,12/04/1971,40255200
233,1,30,Atletico de Bilbao,CD Malaga,2,1,18/04/1971,40773600
234,1,30,Atletico de Madrid,Barcelona,1,1,18/04/1971,40773600
235,1,30,Celta de Vigo,Real Sociedad,0,0,18/04/1971,40773600
236,1,30,Elche,Sevilla,1,0,18/04/1971,40773600
237,1,30,Espanol,Valencia,1,0,18/04/1971,40773600
238,1,30,Las Palmas,Real Madrid,0,0,18/04/1971,40773600
239,1,30,Sabadell,Granada,0,1,18/04/1971,40773600
240,1,30,Zaragoza,Sporting de Gijon,0,0,18/04/1971,40773600
241,2,1,Cadiz,Villarreal,1,2,05/09/1970,21333600
242,2,1,Deportivo,Mallorca,2,1,06/09/1970,21420000
243,2,1,Moscardo,Rayo Vallecano,0,3,06/09/1970,21420000
244,2,1,Calvo Sotelo,Burgos,0,1,06/09/1970,21420000
245,2,1,Ontinyent,Pontevedra,2,2,06/09/1970,21420000
246,2,1,Logrones,Betis,2,2,06/09/1970,21420000
247,2,1,Castellon,Santander,2,1,06/09/1970,21420000
248,2,1,Langreo,Cordoba,1,0,06/09/1970,21420000
249,2,1,Sant Andreu,Oviedo,2,0,06/09/1970,21420000
250,2,1,Hercules,Racing de Ferrol,2,0,06/09/1970,21420000
251,2,2,Pontevedra,Logrones,2,1,12/09/1970,21938400
252,2,2,Burgos,Sant Andreu,3,1,13/09/1970,22024800
253,2,2,Mallorca,Moscardo,5,1,13/09/1970,22024800
254,2,2,Cordoba,Ontinyent,3,1,13/09/1970,22024800
255,2,2,Oviedo,Cadiz,1,2,13/09/1970,22024800
256,2,2,Santander,Langreo,0,1,13/09/1970,22024800
257,2,2,Betis,Calvo Sotelo,2,1,13/09/1970,22024800
258,2,2,Villarreal,Deportivo,1,1,13/09/1970,22024800
259,2,2,Rayo Vallecano,Hercules,1,0,13/09/1970,22024800
260,2,2,Racing de Ferrol,Castellon,0,1,13/09/1970,22024800
261,2,3,Cadiz,Burgos,3,1,20/09/1970,22629600
262,2,3,Moscardo,Villarreal,1,0,20/09/1970,22629600
263,2,3,Langreo,Racing de Ferrol,0,1,20/09/1970,22629600
264,2,3,Logrones,Calvo Sotelo,3,1,20/09/1970,22629600
265,2,3,Ontinyent,Santander,0,1,20/09/1970,22629600
266,2,3,Pontevedra,Cordoba,2,0,20/09/1970,22629600
267,2,3,Hercules,Mallorca,3,1,20/09/1970,22629600
268,2,3,Castellon,Rayo Vallecano,2,0,20/09/1970,22629600
269,2,3,Deportivo,Oviedo,1,0,20/09/1970,22629600
270,2,3,Sant Andreu,Betis,0,0,20/09/1970,22629600
271,2,4,Calvo Sotelo,Sant Andreu,3,0,27/09/1970,23234400
272,2,4,Villarreal,Hercules,1,2,27/09/1970,23234400
273,2,4,Santander,Pontevedra,2,0,27/09/1970,23234400
274,2,4,Oviedo,Moscardo,2,0,27/09/1970,23234400
275,2,4,Mallorca,Castellon,1,2,27/09/1970,23234400
276,2,4,Rayo Vallecano,Langreo,2,0,27/09/1970,23234400
277,2,4,Betis,Cadiz,1,0,27/09/1970,23234400
278,2,4,Burgos,Deportivo,3,1,27/09/1970,23234400
279,2,4,Racing de Ferrol,Ontinyent,1,0,27/09/1970,23234400
280,2,4,Cordoba,Logrones,3,1,27/09/1970,23234400
281,2,5,Logrones,Sant Andreu,1,0,04/10/1970,23839200
282,2,5,Langreo,Mallorca,0,0,04/10/1970,23839200
283,2,5,Castellon,Villarreal,1,1,04/10/1970,23839200
284,2,5,Cadiz,Calvo Sotelo,3,0,04/10/1970,23839200
285,2,5,Ontinyent,Rayo Vallecano,0,0,04/10/1970,23839200
286,2,5,Hercules,Oviedo,1,1,04/10/1970,23839200
287,2,5,Cordoba,Santander,1,0,04/10/1970,23839200
288,2,5,Deportivo,Betis,3,1,04/10/1970,23839200
289,2,5,Moscardo,Burgos,0,0,04/10/1970,23839200
290,2,5,Pontevedra,Racing de Ferrol,2,0,04/10/1970,23839200
291,2,6,Rayo Vallecano,Pontevedra,4,2,11/10/1970,24444000
292,2,6,Burgos,Hercules,1,0,11/10/1970,24444000
293,2,6,Santander,Logrones,0,2,11/10/1970,24444000
294,2,6,Mallorca,Ontinyent,1,1,11/10/1970,24444000
295,2,6,Oviedo,Castellon,3,2,11/10/1970,24444000
296,2,6,Racing de Ferrol,Cordoba,1,0,11/10/1970,24444000
297,2,6,Calvo Sotelo,Deportivo,0,1,11/10/1970,24444000
298,2,6,Villarreal,Langreo,2,0,11/10/1970,24444000
299,2,6,Sant Andreu,Cadiz,1,0,11/10/1970,24444000
300,2,6,Betis,Moscardo,2,1,12/10/1970,24530400
301,2,7,Deportivo,Sant Andreu,0,0,18/10/1970,25048800
302,2,7,Castellon,Burgos,1,0,18/10/1970,25048800
303,2,7,Langreo,Oviedo,1,0,18/10/1970,25048800
304,2,7,Moscardo,Calvo Sotelo,2,1,18/10/1970,25048800
305,2,7,Pontevedra,Mallorca,0,0,18/10/1970,25048800
306,2,7,Cordoba,Rayo Vallecano,4,1,18/10/1970,25048800
307,2,7,Santander,Racing de Ferrol,1,0,18/10/1970,25048800
308,2,7,Hercules,Betis,0,0,18/10/1970,25048800
309,2,7,Logrones,Cadiz,3,1,18/10/1970,25048800
310,2,7,Ontinyent,Villarreal,2,2,18/10/1970,25048800
311,2,8,Cadiz,Deportivo,3,1,25/10/1970,25653600
312,2,8,Villarreal,Pontevedra,2,0,25/10/1970,25653600
313,2,8,Oviedo,Ontinyent,3,0,25/10/1970,25653600
314,2,8,Racing de Ferrol,Logrones,4,1,25/10/1970,25653600
315,2,8,Betis,Castellon,4,0,25/10/1970,25653600
316,2,8,Mallorca,Cordoba,0,1,25/10/1970,25653600
317,2,8,Rayo Vallecano,Santander,2,0,25/10/1970,25653600
318,2,8,Calvo Sotelo,Hercules,1,1,25/10/1970,25653600
319,2,8,Burgos,Langreo,2,0,25/10/1970,25653600
320,2,8,Sant Andreu,Moscardo,0,0,25/10/1970,25653600
321,2,9,Pontevedra,Oviedo,0,0,31/10/1970,26175600
322,2,9,Cordoba,Villarreal,5,1,01/11/1970,26262000
323,2,9,Santander,Mallorca,1,1,01/11/1970,26262000
324,2,9,Langreo,Betis,0,0,01/11/1970,26262000
325,2,9,Castellon,Calvo Sotelo,0,0,01/11/1970,26262000
326,2,9,Ontinyent,Burgos,4,0,01/11/1970,26262000
327,2,9,Logrones,Deportivo,0,0,01/11/1970,26262000
328,2,9,Hercules,Sant Andreu,1,0,01/11/1970,26262000
329,2,9,Moscardo,Cadiz,0,0,01/11/1970,26262000
330,2,9,Racing de Ferrol,Rayo Vallecano,1,0,01/11/1970,26262000
331,2,10,Sant Andreu,Castellon,3,1,08/11/1970,26866800
332,2,10,Betis,Ontinyent,1,0,08/11/1970,26866800
333,2,10,Deportivo,Moscardo,3,1,08/11/1970,26866800
334,2,10,Mallorca,Racing de Ferrol,1,1,08/11/1970,26866800
335,2,10,Burgos,Pontevedra,2,0,08/11/1970,26866800
336,2,10,Cadiz,Hercules,0,0,08/11/1970,26866800
337,2,10,Rayo Vallecano,Logrones,1,0,08/11/1970,26866800
338,2,10,Oviedo,Cordoba,3,2,08/11/1970,26866800
339,2,10,Villarreal,Santander,1,1,08/11/1970,26866800
340,2,10,Calvo Sotelo,Langreo,1,0,08/11/1970,26866800
341,2,11,Castellon,Cadiz,1,1,15/11/1970,27471600
342,2,11,Ontinyent,Calvo Sotelo,2,0,15/11/1970,27471600
343,2,11,Logrones,Moscardo,4,1,15/11/1970,27471600
344,2,11,Pontevedra,Betis,5,2,15/11/1970,27471600
345,2,11,Langreo,Sant Andreu,1,1,15/11/1970,27471600
346,2,11,Cordoba,Burgos,3,0,15/11/1970,27471600
347,2,11,Racing de Ferrol,Villarreal,1,0,15/11/1970,27471600
348,2,11,Rayo Vallecano,Mallorca,0,0,15/11/1970,27471600
349,2,11,Santander,Oviedo,3,2,15/11/1970,27471600
350,2,11,Hercules,Deportivo,0,0,15/11/1970,27471600
351,2,12,Betis,Cordoba,0,1,22/11/1970,28076400
352,2,12,Moscardo,Hercules,2,0,22/11/1970,28076400
353,2,12,Deportivo,Castellon,1,0,22/11/1970,28076400
354,2,12,Villarreal,Rayo Vallecano,2,1,22/11/1970,28076400
355,2,12,Calvo Sotelo,Pontevedra,1,0,22/11/1970,28076400
356,2,12,Mallorca,Logrones,3,0,22/11/1970,28076400
357,2,12,Oviedo,Racing de Ferrol,6,1,22/11/1970,28076400
358,2,12,Cadiz,Langreo,0,0,22/11/1970,28076400
359,2,12,Burgos,Santander,3,1,22/11/1970,28076400
360,2,12,Sant Andreu,Ontinyent,2,1,22/11/1970,28076400
361,2,13,Pontevedra,Sant Andreu,0,2,29/11/1970,28681200
362,2,13,Cordoba,Calvo Sotelo,2,1,29/11/1970,28681200
363,2,13,Logrones,Hercules,1,0,29/11/1970,28681200
364,2,13,Santander,Betis,0,1,29/11/1970,28681200
365,2,13,Langreo,Deportivo,1,0,29/11/1970,28681200
366,2,13,Castellon,Moscardo,3,0,29/11/1970,28681200
367,2,13,Mallorca,Villarreal,2,1,29/11/1970,28681200
368,2,13,Rayo Vallecano,Oviedo,1,0,29/11/1970,28681200
369,2,13,Ontinyent,Cadiz,0,0,29/11/1970,28681200
370,2,13,Racing de Ferrol,Burgos,1,0,29/11/1970,28681200
371,2,14,Betis,Racing de Ferrol,4,0,06/12/1970,29286000
372,2,14,Burgos,Rayo Vallecano,2,0,06/12/1970,29286000
373,2,14,Deportivo,Ontinyent,4,0,06/12/1970,29286000
374,2,14,Cadiz,Pontevedra,0,0,06/12/1970,29286000
375,2,14,Oviedo,Mallorca,0,1,06/12/1970,29286000
376,2,14,Hercules,Castellon,1,1,06/12/1970,29286000
377,2,14,Moscardo,Langreo,1,1,06/12/1970,29286000
378,2,14,Villarreal,Logrones,2,0,06/12/1970,29286000
379,2,14,Calvo Sotelo,Santander,3,2,06/12/1970,29286000
380,2,14,Sant Andreu,Cordoba,2,1,06/12/1970,29286000
381,2,15,Santander,Sant Andreu,2,0,13/12/1970,29890800
382,2,15,Rayo Vallecano,Betis,0,1,13/12/1970,29890800
383,2,15,Mallorca,Burgos,2,1,13/12/1970,29890800
384,2,15,Langreo,Hercules,0,0,13/12/1970,29890800
385,2,15,Ontinyent,Moscardo,0,1,13/12/1970,29890800
386,2,15,Cordoba,Cadiz,0,0,13/12/1970,29890800
387,2,15,Pontevedra,Deportivo,1,0,13/12/1970,29890800
388,2,15,Villarreal,Oviedo,2,1,13/12/1970,29890800
389,2,15,Racing de Ferrol,Calvo Sotelo,1,0,13/12/1970,29890800
390,2,15,Logrones,Castellon,0,1,13/12/1970,29890800
391,2,16,Betis,Mallorca,2,0,20/12/1970,30495600
392,2,16,Castellon,Langreo,2,0,20/12/1970,30495600
393,2,16,Cadiz,Santander,3,0,20/12/1970,30495600
394,2,16,Deportivo,Cordoba,1,0,20/12/1970,30495600
395,2,16,Moscardo,Pontevedra,0,0,20/12/1970,30495600
396,2,16,Calvo Sotelo,Rayo Vallecano,0,1,20/12/1970,30495600
397,2,16,Hercules,Ontinyent,1,1,20/12/1970,30495600
398,2,16,Oviedo,Logrones,0,0,20/12/1970,30495600
399,2,16,Burgos,Villarreal,2,1,20/12/1970,30495600
400,2,16,Sant Andreu,Racing de Ferrol,2,0,20/12/1970,30495600
401,2,17,Mallorca,Calvo Sotelo,3,0,27/12/1970,31100400
402,2,17,Ontinyent,Castellon,1,0,27/12/1970,31100400
403,2,17,Racing de Ferrol,Cadiz,0,1,27/12/1970,31100400
404,2,17,Cordoba,Moscardo,2,0,27/12/1970,31100400
